Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
2018-08-03,7812.02,1673.37,11096.97,22525.18,15.42,276.35,168.9,2.73,1.33,0.11
2018-08-06,7859.68,1684.31,11161.35,22507.32,15.29,273.15,166.4,2.73,1.3,0.11
2018-08-07,7883.66,1688.3,11217.56,22662.74,15.39,275.2,164.5,2.76,1.33,0.12
2018-08-08,7888.33,1686.88,11174.92,22644.31,15.43,275.1,164.2,2.76,1.31,0.11
2018-08-09,7891.78,1690.89,11141.11,22598.39,15.44,276.55,164.35,2.74,1.3,0.12
2018-08-10,7839.11,1686.8,11090.63,22298.08,15.31,274.25,161.8,2.68,1.24,0.1
2018-08-13,7819.71,1675.32,11020.83,21857.43,15,273.1,158.5,2.69,1.25,0.1
2018-08-14,7870.9,1692.58,11114.35,22356.08,15.06,268.2,155.75,2.71,1.26,0.11
2018-08-15,7774.12,1670.67,11115.02,22204.22,14.44,256,155.2,2.68,1.23,0.1
2018-08-16,7806.52,1685.75,11190.43,22192.04,14.65,261.65,154.35,2.68,1.24,0.1
2018-08-17,7816.33,1692.95,11227.8,22270.38,14.8,262.9,155.35,2.68,1.24,0.1
2018-08-20,7821.01,1698.69,11361.86,22199,14.76,266.85,155.3,2.65,1.22,0.1
2018-08-21,7859.17,1718.05,11436.36,22219.73,14.79,269.55,154.85,2.66,1.27,0.09
2018-08-22,7889.1,1722.54,11322.24,22362.55,14.76,267.35,155.85,2.65,1.27,0.1
2018-08-23,7878.46,1717.05,11260.36,22410.82,14.5,265.45,156,2.67,1.27,0.1
2018-08-24,7945.98,1725.67,11284.99,22601.77,14.82,270.05,156.15,2.67,1.28,0.1
2018-08-27,8017.9,1728.41,11412.77,22799.64,14.9,270.85,158.05,2.7,1.28,0.1
2018-08-28,8030.04,1728.42,11390.58,22813.47,14.71,273.6,154.3,2.73,1.45,0.1
2018-08-29,8109.69,1734.75,11395.94,22848.22,14.76,271,154.5,2.74,1.49,0.1
2018-08-30,8088.36,1732.35,11309.8,22869.5,14.55,269.05,157,2.71,1.46,0.11
2018-08-31,8109.54,1740.75,11303.76,22865.15,14.54,264.9,157.85,2.69,1.43,0.11
2018-09-03,8109.54,1740.75,11303.76,22707.38,14.52,264.9,157.85,2.69,1.4,0.12
2018-09-04,8091.25,1733.38,11319.49,22696.9,14.16,258.35,158.65,2.72,1.43,0.12
2018-09-05,7995.17,1727.65,11386.73,22580.83,14.19,259.25,156.6,2.72,1.44,0.12
2018-09-06,7922.73,1714.47,11367.29,22487.94,14.15,261.85,156.4,2.69,1.42,0.11
2018-09-07,7902.54,1713.18,11347.54,22307.06,14.17,260.35,159.55,2.77,1.46,0.11
2018-09-10,7924.16,1717.47,11554.08,22373.09,14.18,261.05,158.95,2.78,1.47,0.12
2018-09-11,7972.47,1718.4,11534.57,22664.69,14.14,260.4,157.2,2.82,1.5,0.12
2018-09-12,7954.23,1715.7,11512.02,22604.61,14.25,265.85,153.85,2.82,1.48,0.11
2018-09-13,8013.71,1714.32,11462.27,22821.32,14.17,266.45,153.6,2.82,1.5,0.11
2018-09-14,8010.04,1721.72,11570.84,23094.67,14.06,262.75,153.5,2.85,1.53,0.12
2018-09-17,7895.79,1703.55,11468.73,23094.67,14.18,263.35,152.5,2.84,1.54,0.12
2018-09-18,7956.11,1710.97,11514.94,23420.54,14.15,271.2,146.8,2.88,1.57,0.12
2018-09-19,7950.04,1702.93,11513.66,23672.52,14.24,271,146.6,2.88,1.61,0.12
2018-09-20,8028.23,1720.18,11517.38,23674.93,14.32,272.1,147.4,2.89,1.59,0.12
2018-09-21,7986.96,1712.32,11532.56,23869.93,14.3,283.65,147.25,2.89,1.55,0.13
2018-09-24,7993.25,1705.32,11370.21,23869.93,14.26,281.6,146.45,2.9,1.61,0.13
2018-09-25,8007.47,1708.81,11311.14,23940.26,14.46,280.35,149.8,2.91,1.63,0.13
2018-09-26,7990.37,1691.61,11374.66,24033.79,14.33,280.7,147.8,2.88,1.59,0.13
2018-09-27,8041.97,1690.53,11384.24,23796.74,14.25,278.3,146.85,2.89,1.6,0.12
2018-09-28,8046.35,1696.57,11379.36,24120.04,14.66,280.5,147.6,2.88,1.57,0.13
2018-10-01,8037.3,1672.99,11409.96,24245.76,14.49,278.75,146.1,2.89,1.59,0.14
2018-10-02,7999.55,1656.04,11281.08,24270.62,14.69,280.65,146.75,2.88,1.53,0.13
2018-10-03,8025.09,1671.29,11342.96,24110.96,14.64,283.4,146.5,2.96,1.58,0.14
2018-10-04,7879.51,1646.91,11296.2,23975.62,14.6,277.75,144.6,2.96,1.67,0.16
2018-10-05,7788.45,1632.11,11206.77,23783.72,14.63,276.3,143.2,2.98,1.72,0.16
2018-10-08,7735.95,1629.52,11203.9,23783.72,14.37,276.7,145.1,2.98,1.67,0.16
2018-10-09,7738.02,1621.87,10996.08,23469.39,14.39,280.65,142.4,2.98,1.72,0.16
2018-10-10,7422.05,1575.41,10550.92,23506.04,14.3,278.05,143.7,2.93,1.73,0.16
2018-10-11,7329.06,1545.38,10397.23,22590.86,14.58,280.3,142.7,2.94,1.67,0.15
2018-10-12,7496.89,1546.68,10489.29,22694.66,14.58,280.05,144.15,2.94,1.63,0.15
2018-10-15,7430.74,1553.1,10553.97,22271.3,14.69,278.85,144.85,2.94,1.61,0.14
2018-10-16,7645.49,1596.84,10744.85,22549.24,14.66,277.95,145.1,2.95,1.61,0.15
2018-10-17,7642.7,1589.6,10683.82,22841.12,14.61,277.8,142.75,2.98,1.58,0.15
2018-10-18,7485.14,1560.75,10404.24,22658.16,14.58,274.65,142.8,2.96,1.54,0.15
2018-10-19,7449.03,1542.04,10438.81,22532.08,14.62,277.8,139.5,2.98,1.58,0.15
2018-10-22,7468.63,1539.5,10435.76,22614.82,14.56,278.55,137.9,2.99,1.53,0.15
2018-10-23,7437.54,1526.59,10237.02,22010.78,14.73,275.8,137.75,2.95,1.47,0.15
2018-10-24,7108.4,1468.7,9905.13,22091.18,14.69,275.75,139.95,2.88,1.46,0.14
2018-10-25,7318.34,1500.4,10091.81,21268.73,14.64,275.45,138.15,2.9,1.44,0.12
2018-10-26,7167.21,1483.82,9965.67,21184.6,14.7,274.1,135.6,2.86,1.38,0.11
2018-10-29,7050.29,1477.31,9896.11,21149.8,14.46,274.05,138.2,2.87,1.4,0.11
2018-10-30,7161.65,1506.64,10175.57,21457.29,14.47,266.4,135.55,2.91,1.4,0.12
2018-10-31,7305.9,1511.41,10191.18,21920.46,14.25,265.9,135.7,2.92,1.44,0.13
2018-11-01,7434.06,1544.98,10368.52,21687.65,14.75,272.15,136.15,2.9,1.46,0.12
2018-11-02,7356.99,1547.98,10366.32,22243.66,14.71,280.7,137.05,2.97,1.49,0.13
2018-11-05,7328.85,1547.51,10361.81,21898.99,14.64,275.6,137.35,2.97,1.5,0.13
2018-11-06,7375.96,1556.1,10474.11,22147.75,14.54,273.25,136.05,3.01,1.54,0.13
2018-11-07,7570.75,1582.16,10714.49,22085.8,14.58,275.45,136.85,3.04,1.53,0.12
2018-11-08,7530.89,1578.21,10660.66,22486.92,14.44,273.6,136,3.04,1.57,0.12
2018-11-09,7406.9,1549.49,10517.21,22250.25,14.16,268.45,135.3,2.99,1.49,0.12
2018-11-12,7200.87,1518.79,10366.51,22269.88,14,267.65,135.45,2.99,1.45,0.12
2018-11-13,7200.88,1514.8,10433.45,21810.52,14,268.7,134.15,2.95,1.52,0.11
2018-11-14,7136.39,1502.51,10456.61,21846.48,14.14,271,133.55,2.92,1.51,0.11
2018-11-15,7259.03,1524.12,10615.3,21803.62,14.3,274.65,133.1,2.91,1.37,0.11
2018-11-16,7247.87,1527.53,10583.6,21680.34,14.42,279.85,137.3,2.84,1.41,0.1
2018-11-19,7028.48,1496.54,10534.46,21821.16,14.43,279.9,140.35,2.83,1.38,0.1
2018-11-20,6908.82,1469.01,10212.94,21583.12,14.32,276.65,139.2,2.85,1.38,0.1
2018-11-21,6972.25,1488.28,10365.53,21507.54,14.5,279.45,140.2,2.85,1.4,0.1
2018-11-22,6972.25,1488.28,10365.53,21646.55,14.51,279.45,140.2,2.85,1.43,0.1
2018-11-23,6938.98,1488.68,10369.01,21646.55,14.29,276.65,141.6,2.84,1.38,0.1
2018-11-26,7081.85,1505.96,10476.55,21812,14.23,275.55,140.05,2.86,1.41,0.09
2018-11-27,7082.7,1492.86,10505.81,21952.4,14.15,270.75,139.3,2.86,1.39,0.09
2018-11-28,7291.59,1530.38,10766.61,22177.02,14.33,279.55,139.7,2.84,1.38,0.1
2018-11-29,7273.08,1525.39,10679.8,22262.6,14.31,277.8,144.55,2.83,1.37,0.08
2018-11-30,7330.54,1533.27,10820.2,22351.06,14.2,277.75,143.95,2.8,1.36,0.09
2018-12-03,7441.51,1548.96,10850.44,22574.76,14.39,279.95,143.3,2.83,1.31,0.09
2018-12-04,7158.43,1480.75,10374.07,22036.05,14.53,274.85,144.2,2.81,1.28,0.07
2018-12-05,7158.43,1480.75,10374.07,21919.33,14.5,276.8,143.9,2.81,1.32,0.07
2018-12-06,7188.26,1477.41,10358.7,21501.62,14.47,274.05,141.5,2.77,1.25,0.06
2018-12-07,6969.25,1448.09,9951.16,21678.68,14.63,275.75,143.1,2.71,1.27,0.06
2018-12-10,7020.52,1443.1,9876.54,21219.5,14.53,271.85,139.4,2.73,1.2,0.04
2018-12-11,7031.83,1440.13,9831,21148.02,14.57,276.6,137.8,2.76,1.19,0.05
2018-12-12,7098.31,1455.32,9833.81,21602.75,14.74,276.85,138.5,2.78,1.28,0.06
2018-12-13,7070.33,1432.7,9672.74,21816.19,14.75,276.25,138.65,2.76,1.29,0.06
2018-12-14,6910.67,1410.81,9514.11,21374.83,14.58,276.05,139.15,2.72,1.24,0.04
2018-12-17,6753.73,1378.14,9403.53,21506.88,14.66,275.3,139.6,2.68,1.27,0.04
2018-12-18,6783.91,1377.18,9445.47,21115.45,14.64,267.1,137.15,2.63,1.28,0.03
2018-12-19,6636.83,1349.23,9147.66,20987.92,14.6,272.15,136.3,2.62,1.27,0.04
2018-12-20,6528.41,1326,9029.94,20392.58,14.77,270.2,131.5,2.65,1.27,0.03
2018-12-21,6333,1292.09,8874.79,20166.19,14.65,267.85,130.45,2.62,1.32,0.05
2018-12-24,6192.92,1266.93,8637.15,20166.19,14.78,266.85,128.65,2.55,1.26,0.05
2018-12-25,6192.92,1266.93,8637.15,19155.74,14.77,266.85,128.65,2.55,1.26,0.02
2018-12-26,6554.36,1329.81,9102.12,19327.06,15.04,270.85,128.2,2.61,1.26,0.02
2018-12-27,6579.49,1331.82,9154.24,20077.62,15.23,266.75,123.8,2.56,1.31,0.03
2018-12-28,6584.52,1337.92,9109.13,20014.77,15.38,268.15,126,2.5,1.27,0
2018-12-31,6635.28,1348.56,9170.4,20014.77,15.5,263.1,125.15,2.46,1.28,0
2019-01-01,6635.28,1348.56,9170.4,20014.77,15.51,263.1,125.15,2.46,1.28,0
2019-01-02,6665.94,1355.91,9202.47,20014.77,15.52,262.3,122.4,2.43,1.21,0
2019-01-03,6463.5,1330.83,8881.49,20014.77,15.74,256.8,121.65,2.34,1.19,0
2019-01-04,6738.86,1380.75,9225.02,19561.96,15.7,264.75,121.3,2.47,1.28,-0.04
2019-01-07,6823.47,1405.37,9296.23,20038.97,15.65,263.7,121.95,2.52,1.25,-0.01
2019-01-08,6897,1426.55,9447.85,20204.04,15.65,265.6,122.3,2.57,1.27,0.01
2019-01-09,6957.08,1438.81,9583.25,20427.06,15.75,265.7,123.55,2.53,1.26,0.03
2019-01-10,6986.07,1445.43,9624.7,20163.8,15.57,263.75,120.7,2.55,1.27,0.02
2019-01-11,6971.48,1447.39,9625.25,20359.7,15.6,266.2,121,2.52,1.29,0.02
2019-01-14,6905.92,1432.81,9630.92,20359.7,15.65,263.5,120.75,2.51,1.3,0.02
2019-01-15,7023.83,1445.22,9557.7,20555.29,15.58,263.45,121.4,2.51,1.26,0.01
2019-01-16,7034.69,1454.7,9608.3,20442.75,15.59,267.35,120.9,2.52,1.31,0.01
2019-01-17,7084.46,1467.25,9756.75,20402.27,15.53,268,119.5,2.55,1.34,0.01
2019-01-18,7157.23,1482.5,10012.06,20666.07,15.34,271.9,119.85,2.6,1.35,0.02
2019-01-21,7157.23,1482.5,10012.06,20719.33,15.27,271.9,119.85,2.6,1.32,0.01
2019-01-22,7020.36,1457.45,9822.22,20622.91,15.34,265.95,119.2,2.56,1.32,0
2019-01-23,7025.77,1454.26,9734.92,20593.72,15.37,265.45,117.9,2.56,1.33,0.01
2019-01-24,7073.46,1464.41,9842.52,20574.63,15.32,264.45,119.15,2.54,1.27,0.01
2019-01-25,7164.86,1482.85,9921.78,20773.56,15.77,272.9,119.4,2.59,1.31,0
2019-01-28,7085.69,1473.54,9921.59,20649,15.74,268,118.35,2.58,1.27,0
2019-01-29,7028.29,1471.45,9967.32,20664.64,15.84,272.5,117.45,2.55,1.27,0.01
2019-01-30,7183.08,1486.94,10078.7,20556.54,16.07,276.75,117,2.48,1.26,0.01
2019-01-31,7281.74,1499.42,10059.37,20773.49,16.06,278.45,120.1,2.43,1.22,0.01
2019-02-01,7263.87,1502.05,10123.99,20788.39,15.91,277.3,122.25,2.49,1.25,-0.01
2019-02-04,7347.54,1517.54,10208.61,20883.77,15.87,279.45,119.05,2.52,1.28,-0.01
2019-02-05,7402.08,1520.23,10250.74,20844.45,15.85,281.7,120,2.5,1.23,-0.01
2019-02-06,7375.28,1518.02,10229.89,20874.06,15.67,283.65,120.45,2.5,1.22,-0.01
2019-02-07,7288.35,1505.63,10198.06,20751.28,15.74,282.85,119.85,2.46,1.18,-0.01
2019-02-08,7298.2,1506.39,10177.03,20333.17,15.82,281.05,120.95,2.44,1.15,-0.03
2019-02-11,7307.91,1518.98,10304.45,20333.17,15.71,279,118.35,2.46,1.18,-0.03
2019-02-12,7414.62,1538.23,10445.27,20864.21,15.71,277.2,118.9,2.49,1.19,-0.01
2019-02-13,7420.38,1542.94,10496.97,21144.48,15.57,277.3,119.1,2.52,1.18,-0.01
2019-02-14,7426.96,1545.11,10537.63,21139.71,15.62,277.4,117.7,2.47,1.15,-0.01
2019-02-15,7472.41,1569.25,10567.69,20900.63,15.79,279.85,115.2,2.49,1.16,-0.02
2019-02-18,7472.41,1569.25,10567.69,21281.85,15.81,279.85,115.2,2.49,1.17,-0.02
2019-02-19,7486.77,1574.47,10617.68,21302.65,15.99,287.45,118.8,2.46,1.17,-0.03
2019-02-20,7489.07,1581.66,10627.49,21431.49,16.05,292,119.85,2.46,1.18,-0.03
2019-02-21,7459.71,1575.55,10632.49,21464.23,15.81,289.7,120.05,2.51,1.2,-0.04
2019-02-22,7527.55,1590.06,10593.05,21425.51,15.92,295.15,121.3,2.46,1.16,-0.04
2019-02-25,7554.46,1588.81,10585,21528.23,15.9,294.5,118.45,2.47,1.18,-0.04
2019-02-26,7549.3,1577.48,10546.47,21449.39,15.93,294.5,116.65,2.44,1.21,-0.03
2019-02-27,7554.51,1581.05,10491.91,21556.51,15.74,295.9,113.15,2.47,1.27,-0.03
2019-02-28,7532.53,1575.55,10467.22,21385.16,15.61,295,114.3,2.49,1.3,-0.02
2019-03-01,7595.35,1589.64,10462.04,21602.69,15.2,293.35,114.05,2.53,1.3,-0.01
2019-03-04,7577.57,1575.44,10399.73,21822.04,15.09,291.1,114.35,2.52,1.27,0
2019-03-05,7576.36,1568.28,10314.08,21726.28,15.14,293.6,112.65,2.52,1.29,0.01
2019-03-06,7505.92,1536.82,10261.16,21596.81,15.08,291.85,112.2,2.49,1.23,0
2019-03-07,7421.46,1523.63,10162.16,21456.01,15.02,291.15,111.95,2.44,1.17,-0.01
2019-03-08,7408.14,1521.88,10116.86,21025.56,15.34,289.4,111.55,2.44,1.19,-0.03
2019-03-11,7558.06,1548.88,10312.92,21125.09,15.31,290,112.95,2.45,1.18,-0.03
2019-03-12,7591.03,1549.84,10261.53,21503.69,15.44,292.75,123.5,2.41,1.16,-0.03
2019-03-13,7643.41,1555.88,10367.12,21290.24,15.45,293.35,123.45,2.43,1.2,-0.04
2019-03-14,7630.91,1549.64,10345.54,21287.02,15.19,288.85,124.9,2.42,1.22,-0.04
2019-03-15,7688.53,1553.54,10310.12,21450.85,15.29,290.35,126.4,2.39,1.21,-0.03
2019-03-18,7714.48,1563.93,10414.36,21584.5,15.35,290.35,128.5,2.4,1.2,-0.04
2019-03-19,7723.95,1554.99,10277.32,21566.85,15.37,291.95,129.25,2.42,1.19,-0.04
2019-03-20,7728.97,1543.16,10143.26,21608.92,15.48,291.55,130.1,2.33,1.16,-0.04
2019-03-21,7838.96,1562.41,10285.67,21608.92,15.47,290,127.5,2.34,1.06,-0.04
2019-03-22,7642.67,1505.92,10052.3,21627.34,15.42,283.6,129.85,2.24,1.01,-0.07
2019-03-25,7637.54,1512.86,10000.79,20977.11,15.54,284.95,128.85,2.16,0.99,-0.08
2019-03-26,7691.52,1528.17,10107.41,21428.39,15.43,285.05,128.5,2.19,1.01,-0.07
2019-03-27,7643.38,1522.23,10197.64,21378.73,15.29,285.8,123,2.14,1.01,-0.07
2019-03-28,7669.17,1535.1,10319.63,21033.76,15.01,287.25,123.8,2.18,1,-0.09
2019-03-29,7729.32,1539.74,10407.96,21205.81,15.12,293.6,119.9,2.2,1,-0.08
2019-04-01,7828.91,1556.06,10643.65,21509.03,15.11,292.45,123.6,2.29,1.05,-0.07
2019-04-02,7848.69,1553.33,10625.54,21505.31,15.12,290.55,121.65,2.26,1,-0.06
2019-04-03,7895.55,1560.91,10642.31,21713.21,15.14,294.85,120.4,2.29,1.1,-0.05
2019-04-04,7891.78,1567.49,10688.4,21724.95,15.15,291,117.7,2.29,1.08,-0.04
2019-04-05,7938.69,1582.56,10734.3,21807.5,15.11,289.45,116.75,2.29,1.12,-0.03
2019-04-08,7953.88,1579.01,10744.97,21761.65,15.25,293.2,111.45,2.31,1.12,-0.05
2019-04-09,7909.28,1559.68,10645.42,21802.59,15.22,293.4,109.4,2.29,1.1,-0.05
2019-04-10,7964.24,1581.55,10695.1,21687.57,15.24,292.55,108.6,2.27,1.1,-0.05
2019-04-11,7947.36,1579.14,10785.08,21711.38,14.97,288.7,107.15,2.3,1.15,-0.06
2019-04-12,7984.16,1584.8,10912.19,21870.56,14.97,294.6,106.7,2.36,1.21,-0.06
2019-04-15,7976.01,1579.17,10819.47,22169.11,15,293.5,109.85,2.36,1.22,-0.03
2019-04-16,8000.23,1582.79,10826.72,22221.66,15,293.05,107.45,2.38,1.22,-0.02
2019-04-17,7996.08,1567.6,10935.6,22277.97,14.99,296.75,109.65,2.38,1.24,-0.01
2019-04-18,7998.06,1565.75,10988.22,22090.12,15.01,292,107.25,2.35,1.2,-0.03
2019-04-19,7998.06,1565.75,10988.22,22200.56,15.03,292,107.25,2.35,1.2,-0.03
2019-04-22,8015.27,1560.05,10977.06,22217.9,15.01,290.15,106.05,2.35,1.2,-0.03
2019-04-23,8120.82,1585.09,11003.09,22259.74,14.84,289.35,101,2.33,1.23,-0.03
2019-04-24,8102.02,1588.13,11098.99,22200,14.95,291,100.45,2.28,1.18,-0.04
2019-04-25,8106.29,1575.61,10845.62,22307.58,14.95,286.15,100.75,2.3,1.16,-0.03
2019-04-26,8133.96,1591.82,10881.77,22258.73,15.09,288.65,99.8,2.25,1.14,-0.04
2019-04-29,8149.39,1598.36,10807.46,22258.73,14.92,289.5,96.7,2.27,1.16,-0.04
2019-04-30,8095.39,1591.21,10847.02,22258.73,14.95,290.15,94.8,2.24,1.19,-0.04
2019-05-01,8049.64,1576.38,10661.57,22258.73,14.68,280.3,94.05,2.28,1.15,-0.04
2019-05-02,8036.77,1582.65,10787.64,22258.73,14.63,278.4,92.95,2.32,1.19,-0.04
2019-05-03,8164,1614.02,10958.89,22258.73,14.94,282.5,93.55,2.3,1.22,-0.04
2019-05-06,8123.29,1614.98,10902.01,22258.73,14.9,283.7,91.9,2.25,1.22,-0.04
2019-05-07,7963.76,1582.31,10670.47,21923.72,14.91,279.4,91.25,2.25,1.16,-0.05
2019-05-08,7943.32,1574.98,10638.22,21602.59,14.84,278.55,95.15,2.26,1.14,-0.05
2019-05-09,7910.59,1570.06,10627.37,21402.13,14.76,278.35,93.8,2.22,1.13,-0.05
2019-05-10,7916.94,1572.99,10602.19,21344.92,14.79,278.5,95.35,2.23,1.14,-0.05
2019-05-13,7647.02,1523,10305.85,21191.28,14.76,272.95,95.8,2.15,1.1,-0.05
2019-05-14,7734.49,1543.06,10454.97,21067.23,14.79,273.45,101.7,2.15,1.11,-0.05
2019-05-15,7822.15,1548.27,10475.08,21188.56,14.8,275.35,106.9,2.11,1.07,-0.05
2019-05-16,7898.05,1557.24,10605.61,21062.98,14.56,275.85,102.5,2.14,1.07,-0.06
2019-05-17,7816.29,1535.76,10491.85,21250.09,14.4,274.8,96.75,2.14,1.03,-0.05
2019-05-20,7702.38,1524.96,10461.73,21301.73,14.47,273.6,100.25,2.17,1.06,-0.04
2019-05-21,7785.72,1545.25,10510.87,21272.45,14.45,272.35,98,2.2,1.08,-0.05
2019-05-22,7750.84,1531.63,10332.98,21283.37,14.44,268.6,98.2,2.16,1.02,-0.06
2019-05-23,7628.28,1501.38,10171.61,21151.14,14.59,268.65,99.7,2.09,0.95,-0.06
2019-05-24,7637.01,1514.11,10137.59,21117.22,14.57,270.65,100.95,2.1,0.96,-0.07
2019-05-27,7637.01,1514.11,10137.59,21182.58,14.6,270.65,100.95,2.1,0.96,-0.07
2019-05-28,7607.35,1504.02,10005.97,21260.14,14.35,270.35,104.4,2.06,0.92,-0.07
2019-05-29,7547.31,1489.95,9929.95,21003.37,14.43,267.25,103.2,2.06,0.89,-0.09
