Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
2009-01-09,1571.59,481.3,3460.71,8836.8,11.28,155.95,77.4,1.1,3.14,1.3
2009-01-12,1538.79,468.8,3318.84,8836.8,10.68,148.85,74.45,1.08,3.14,1.3
2009-01-13,1546.46,473.79,3279.26,8413.91,10.76,154.7,75.55,1.07,3.21,1.25
2009-01-14,1489.64,453.17,3121.31,8438.45,10.56,148.75,74.1,1.02,3.12,1.27
2009-01-15,1511.84,462.63,3169.77,8023.31,10.61,145.35,70.95,1.01,3.14,1.22
2009-01-16,1529.33,466.45,3147.6,8230.15,11.28,152.75,72.1,1.06,3.3,1.23
2009-01-19,1529.33,466.45,3147.6,8256.85,11.19,152.75,72.1,1.06,3.43,1.26
2009-01-20,1440.86,433.65,2959.4,8065.79,11.17,150.45,72.25,1.06,3.52,1.23
2009-01-21,1507.07,456.76,3061.98,7901.64,11.34,143.35,74.85,1.14,3.44,1.23
2009-01-22,1465.49,442.85,3032.6,8051.74,11.41,139.6,75.8,1.09,3.51,1.24
2009-01-23,1477.29,444.36,2965.89,7745.25,11.98,147.2,74.9,1.15,3.69,1.24
2009-01-26,1489.46,450.06,2967.59,7682.14,12.07,158.65,75.5,1.2,3.7,1.23
2009-01-27,1504.9,455.59,3021.1,8061.07,12.11,148.45,73.85,1.15,3.67,1.27
2009-01-28,1558.34,473.02,3137.65,8106.29,12.01,149.6,71.3,1.24,3.64,1.27
2009-01-29,1507.84,453.24,3036.31,8251.24,12.37,145.75,72.3,1.35,3.69,1.28
2009-01-30,1476.42,443.53,2965.69,7994.05,12.67,146.85,72.5,1.33,3.7,1.3
2009-02-02,1494.43,449.61,2908.67,7873.98,12.44,143.1,71.35,1.26,3.7,1.3
2009-02-03,1516.3,452.9,3024.61,7825.51,12.44,152.2,72.55,1.38,3.75,1.31
2009-02-04,1515.05,448.48,2991.82,8038.94,12.53,153.1,75.4,1.41,3.77,1.36
2009-02-05,1546.24,455.08,3056.88,7949.65,12.86,150,69.15,1.37,3.72,1.34
2009-02-06,1591.71,470.7,3203.74,8076.62,13.12,162.85,68.95,1.43,3.74,1.34
2009-02-09,1591.56,467.94,3203.32,7969.03,12.84,161.3,70.75,1.45,3.97,1.32
2009-02-10,1524.73,445.77,3042.24,7945.94,13.15,157.6,69.7,1.26,3.85,1.31
2009-02-11,1530.5,447.95,3006.93,7945.94,13.53,154,69.4,1.31,3.61,1.31
2009-02-12,1541.71,450.42,2986.98,7705.36,13.49,153.45,68.7,1.31,3.48,1.26
2009-02-13,1534.36,448.36,2957.28,7779.4,13.69,153.85,68,1.38,3.56,1.27
2009-02-16,1534.36,448.36,2957.28,7750.17,13.62,153.85,68,1.37,3.5,1.3
2009-02-17,1470.66,428.9,2803.62,7645.51,14.13,142.3,66.4,1.22,3.42,1.29
2009-02-18,1467.97,423.18,2765.88,7534.44,14.35,143.6,66.25,1.33,3.39,1.26
2009-02-19,1442.82,416.71,2708.3,7557.65,14.05,147.1,67.4,1.36,3.51,1.27
2009-02-20,1441.23,410.96,2698.87,7416.38,14.43,141.6,66.7,1.32,3.42,1.28
2009-02-23,1387.72,394.58,2586.7,7376.16,14.44,143.7,68.25,1.31,3.46,1.28
2009-02-24,1441.83,412.48,2709.9,7268.56,13.77,148.7,69.1,1.36,3.42,1.27
2009-02-25,1425.43,401.44,2602.06,7461.22,13.73,152.45,69.15,1.46,3.46,1.31
2009-02-26,1391.47,392.95,2531.85,7457.93,13.15,156.5,69,1.49,3.64,1.28
2009-02-27,1377.84,389.02,2499.07,7568.42,13.12,152.6,69.55,1.37,3.62,1.28
2009-03-02,1322.85,367.8,2332.88,7280.15,12.94,150.75,68.95,1.24,3.56,1.31
2009-03-03,1321.01,361.01,2294.99,7229.72,12.83,159.6,71.05,1.26,3.56,1.3
2009-03-04,1353.74,371.3,2405.72,7290.96,12.95,168.55,69.45,1.35,3.64,1.31
2009-03-05,1299.59,349.45,2241.43,7433.49,13.25,164.6,73.5,1.27,3.36,1.32
2009-03-06,1293.85,351.05,2194.99,7173.1,13.38,168.05,74,1.36,3.06,1.3
2009-03-09,1268.64,343.26,2146.89,7086.03,12.96,162.95,74.25,1.36,3.13,1.3
2009-03-10,1358.28,367.75,2301.74,7054.98,12.63,167.45,71.35,1.44,3.11,1.31
2009-03-11,1371.64,366.3,2346.8,7376.12,12.82,161.6,73.4,1.43,3.09,1.32
2009-03-12,1426.1,390.12,2419.58,7198.25,12.99,161.75,73.5,1.41,2.95,1.32
2009-03-13,1431.5,393.09,2419.89,7569.28,13.23,165.85,74.55,1.36,2.95,1.32
2009-03-16,1404.02,386.36,2509.48,7704.15,12.92,173.95,74.75,1.4,3.03,1.31
2009-03-17,1462.11,403.59,2590.1,7949.13,12.74,171.75,71.45,1.44,3.07,1.31
2009-03-18,1491.22,417.64,2632.48,7972.17,12.95,170.9,70.9,1.16,3.11,1.31
2009-03-19,1483.48,413.26,2637.27,7945.96,13.6,179.8,72.6,1.21,3.03,1.27
2009-03-20,1457.27,400.11,2516.96,7945.96,13.76,178.75,72.75,1.22,3.03,1.27
2009-03-23,1555.77,433.72,2715.21,8215.53,13.71,183.2,73.75,1.24,3.14,1.27
2009-03-24,1516.52,416.39,2661.24,8488.3,13.46,179.85,76.95,1.28,3.33,1.27
2009-03-25,1528.95,426.52,2648.66,8479.99,13.5,179.7,77.25,1.33,3.28,1.29
2009-03-26,1587,445.3,2866.35,8636.33,13.52,184.95,77.3,1.27,3.31,1.32
2009-03-27,1545.2,429,2777.95,8626.97,13.32,183.35,77.1,1.26,3.29,1.33
2009-03-30,1501.8,415.97,2653.61,8236.08,13.1,176.6,76.7,1.19,3.18,1.34
2009-03-31,1528.59,422.75,2684.08,8109.53,12.98,184.45,76.3,1.12,3.17,1.35
2009-04-01,1551.6,429.16,2732.74,8351.91,13.07,184.9,74.5,1.13,3.13,1.35
2009-04-02,1602.63,450.19,2947.59,8719.78,12.97,189,75.3,1.23,3.37,1.38
2009-04-03,1621.87,456.13,2978.32,8749.84,12.79,200.05,75.9,1.32,3.42,1.43
2009-04-06,1606.71,447.56,2923.93,8857.93,12.15,195.9,76.6,1.34,3.44,1.47
2009-04-07,1561.61,431.7,2796.92,8832.85,12.28,199,77.25,1.3,3.44,1.44
2009-04-08,1590.66,442.12,2829.96,8595.01,12.28,199.85,81.05,1.29,3.35,1.46
2009-04-09,1652.54,468.2,2988.99,8916.06,12.35,207.1,83.2,1.36,3.29,1.48
2009-04-10,1652.54,468.2,2988.99,8964.11,12.39,207.1,83.2,1.36,3.29,1.46
2009-04-13,1653.31,468.05,2958.99,8924.43,12.74,212.55,84.25,1.26,3.29,1.46
2009-04-14,1625.72,453.22,2940.07,8842.68,12.77,211.5,86.25,1.22,3.21,1.47
2009-04-15,1626.8,461.13,2975.27,8742.96,12.8,219.9,82.85,1.21,3.26,1.44
2009-04-16,1670.44,473.88,3060.54,8755.26,12.24,216.95,83.8,1.27,3.24,1.46
2009-04-17,1673.07,479.37,3094.87,8907.58,11.89,219.4,84.95,1.35,3.36,1.45
2009-04-20,1608.21,452.49,2924.86,8924.75,12.09,210.35,83.6,1.26,3.22,1.48
2009-04-21,1643.85,470.05,3019.97,8711.33,12.04,208.7,80.45,1.31,3.31,1.46
2009-04-22,1646.12,470.73,3069.56,8727.3,12.3,205.95,79.3,1.34,3.45,1.44
2009-04-23,1652.21,466.62,3108.84,8847.01,12.79,199.2,80.95,1.32,3.52,1.44
2009-04-24,1694.29,478.74,3137.76,8707.99,12.89,205.05,81.45,1.36,3.49,1.43
2009-04-27,1679.41,469.53,2990.74,8726.34,12.92,198.65,81.2,1.29,3.48,1.46
2009-04-28,1673.81,472.84,2991.31,8493.77,12.5,191.6,79.6,1.37,3.46,1.42
2009-04-29,1711.94,491.47,3106.41,8493.77,12.76,201,79.6,1.4,3.46,1.42
2009-04-30,1717.3,487.56,3144.15,8828.26,12.38,205.3,79.4,1.36,3.5,1.43
2009-05-01,1719.2,486.98,3152.39,8977.37,12.52,210.15,81.1,1.35,3.55,1.41
2009-05-04,1763.56,506.82,3366.53,8977.37,13.05,214.5,86.1,1.37,3.55,1.42
2009-05-05,1754.12,502.55,3335.7,8977.37,13.35,208.45,87.05,1.39,3.56,1.42
2009-05-06,1759.1,505.09,3404.11,8977.37,13.74,218.85,86.6,1.42,3.61,1.41
2009-05-07,1716.24,492.94,3308.28,9385.7,13.86,216.55,86.8,1.49,3.68,1.42
2009-05-08,1739,511.82,3351.17,9432.83,14.02,214.7,89.2,1.45,3.73,1.46
2009-05-11,1731.24,501.94,3221.73,9451.98,13.96,209.35,92.3,1.34,3.66,1.46
2009-05-12,1715.92,495.18,3148.68,9298.61,14.24,209,94.25,1.34,3.66,1.46
2009-05-13,1664.19,471.82,2999.45,9340.49,13.97,203.7,93.3,1.31,3.52,1.46
2009-05-14,1689.21,480.71,3035.48,9093.73,14.06,203.5,93.1,1.28,3.48,1.44
2009-05-15,1680.14,475.84,3053.01,9265.02,13.99,202.8,93.5,1.3,3.54,1.43
2009-05-18,1732.36,494.79,3146,9038.69,13.76,207.55,92.4,1.38,3.48,1.41
2009-05-19,1734.54,493.26,3141.36,9290.29,14.18,206.95,91.2,1.36,3.5,1.43
2009-05-20,1727.84,489.35,3139.61,9344.64,14.3,210.85,90.6,1.29,3.58,1.43
2009-05-21,1695.25,481.26,3017.85,9264.15,14.53,205.4,90.1,1.36,3.67,1.44
2009-05-22,1692.01,477.67,3005.79,9225.81,14.69,210.25,91.7,1.38,3.73,1.44
2009-05-25,1692.01,477.67,3005.79,9347,14.78,210.25,91.7,1.38,3.73,1.46
2009-05-26,1750.43,500.36,3127.81,9310.81,14.61,214.75,92.5,1.46,3.68,1.45
2009-05-27,1731.08,489.9,3041,9438.77,14.76,211.65,94.15,1.5,3.75,1.48
2009-05-28,1751.79,492.25,3074.71,9451.39,15.15,213.7,94.75,1.49,3.8,1.49
2009-05-29,1774.33,501.63,3202.45,9522.5,15.75,219.75,94.15,1.4,3.75,1.49
2009-06-01,1828.68,521.38,3353.23,9677.75,15.6,231.9,94.25,1.47,3.84,1.49
2009-06-02,1836.8,526.68,3369.67,9704.31,15.97,229.75,93.65,1.48,3.89,1.52
2009-06-03,1825.92,522.71,3284.36,9741.67,15.36,221.2,92.85,1.44,3.79,1.55
2009-06-04,1850.02,531.68,3338.74,9668.96,15.89,230.1,91.55,1.52,3.85,1.51
2009-06-05,1849.42,530.36,3349.98,9768.01,15.91,228.4,90.4,1.84,3.92,1.5
2009-06-08,1842.4,524.79,3338.85,9865.63,14.96,225.3,88.2,1.96,3.87,1.52
2009-06-09,1860.13,527.93,3389.26,9786.82,15.25,236.55,86.5,1.86,3.85,1.53
2009-06-10,1853.08,523.71,3391.48,9991.49,15.19,236.7,85.05,1.99,3.92,1.55
2009-06-11,1862.37,526.08,3399.88,9981.33,15.4,244.5,84.6,1.96,4.02,1.56
2009-06-12,1858.8,526.83,3361.42,10135.82,14.84,237.35,82.5,1.9,3.97,1.52
2009-06-15,1816.38,511.83,3218.02,10039.67,14.07,228.5,78.15,1.83,3.88,1.51
2009-06-16,1796.18,503.74,3185.08,9752.88,14.21,225.55,77.65,1.78,3.9,1.47
2009-06-17,1808.06,507.03,3177.09,9840.85,14.33,225.95,76.8,1.76,3.79,1.47
2009-06-18,1807.72,509.48,3200.28,9703.72,14.21,227.2,77.9,1.87,3.85,1.46
2009-06-19,1827.47,512.72,3219.77,9786.26,14.24,225.05,77.3,1.83,3.81,1.45
2009-06-22,1766.19,492.81,3069.56,9826.27,13.74,213.2,75.05,1.74,3.74,1.46
2009-06-23,1764.92,489.77,3078.37,9549.61,13.86,219.85,75.45,1.71,3.74,1.42
2009-06-24,1792.34,494.95,3124.15,9590.32,13.86,226.75,75.1,1.76,3.7,1.39
2009-06-25,1829.54,509.18,3261.11,9796.08,14.03,230.15,73.9,1.65,3.71,1.39
2009-06-26,1838.22,513.22,3263.07,9877.39,14.08,229.35,74.25,1.63,3.69,1.4
2009-06-29,1844.06,510.62,3257.35,9783.47,13.88,231.25,74.35,1.6,3.62,1.39
2009-06-30,1835.04,508.28,3234.56,9958.44,13.61,225.8,77.5,1.62,3.69,1.36
2009-07-01,1845.72,517.46,3278.43,9939.93,13.76,231.5,76.8,1.54,3.77,1.35
2009-07-02,1796.52,497.21,3158.74,9876.15,13.4,229,76.9,1.48,3.74,1.36
2009-07-03,1796.52,497.21,3158.74,9816.07,13.43,229,76.9,1.48,3.73,1.33
2009-07-06,1787.4,494.03,3165.64,9680.87,13.28,225.05,86.25,1.45,3.67,1.31
2009-07-07,1746.17,484.25,3062.96,9647.79,13.13,221.4,87,1.44,3.68,1.32
2009-07-08,1747.17,479.68,3063.53,9420.75,12.89,214.8,84.9,1.43,3.62,1.3
2009-07-09,1752.55,479.27,3078.32,9291.06,12.87,222.65,89.8,1.47,3.79,1.3
2009-07-10,1756.03,480.98,3111.16,9287.28,12.69,220.05,94.6,1.4,3.74,1.31
2009-07-13,1793.21,493.31,3144.61,9050.33,12.85,221.3,94.65,1.41,3.67,1.31
2009-07-14,1799.73,496.52,3186.42,9261.81,12.92,229,97.8,1.48,3.74,1.34
2009-07-15,1862.9,515.64,3246.99,9269.25,13.28,238.25,102.85,1.59,3.8,1.34
2009-07-16,1885.03,522.02,3327.71,9344.16,13.32,238,101.75,1.54,3.77,1.34
2009-07-17,1886.61,519.22,3313.95,9395.32,13.43,241.4,103.65,1.56,3.81,1.33
2009-07-20,1909.29,526.96,3385.14,9395.32,13.66,246,103.75,1.53,3.83,1.33
2009-07-21,1916.2,525.23,3360.14,9652.02,13.55,244.35,102.15,1.45,3.79,1.37
2009-07-22,1926.38,528.7,3394.83,9723.16,13.71,251.8,98.95,1.48,3.84,1.39
2009-07-23,1973.6,545.85,3506.12,9792.94,13.73,251.9,96,1.58,3.97,1.39
2009-07-24,1965.96,548.46,3536.48,9944.55,13.91,251.7,96.3,1.55,3.96,1.38
2009-07-27,1967.89,550.88,3571.02,10088.66,14.03,254,96.1,1.6,3.97,1.4
2009-07-28,1975.51,551.95,3523.44,10087.26,13.74,251.5,94.55,1.64,3.93,1.4
2009-07-29,1967.76,548.38,3506.95,10113.24,13.32,247.2,91.6,1.68,3.97,1.38
2009-07-30,1984.3,557.8,3570.3,10165.21,13.49,256.4,92.9,1.67,3.95,1.4
2009-07-31,1978.5,556.71,3579.99,10356.83,13.92,262.35,91.3,1.59,3.8,1.42
2009-08-03,2008.61,565.78,3674.84,10352.47,14.27,273.85,89.8,1.7,3.88,1.45
2009-08-04,2011.31,570.74,3676.64,10375.01,14.63,279.55,92.85,1.72,3.85,1.46
2009-08-05,1993.05,565.99,3644.22,10252.53,14.7,281.2,97.55,1.75,3.83,1.44
2009-08-06,1973.16,557.62,3604.99,10388.09,14.55,275.2,99.95,1.73,3.73,1.45
2009-08-07,2000.25,572.4,3749.58,10412.09,14.63,278.55,101.95,1.84,3.8,1.44
2009-08-10,1992.24,571.87,3710.97,10524.26,14.38,277.05,106.8,1.78,3.78,1.46
2009-08-11,1969.73,562.12,3702.98,10585.46,14.33,273.65,111.25,1.71,3.81,1.46
2009-08-12,1998.72,572.17,3747.68,10435,14.54,282.35,111.3,1.74,3.79,1.43
2009-08-13,2009.35,575.19,3774.12,10517.19,15.04,291.4,109.8,1.66,3.79,1.42
2009-08-14,1985.52,563.9,3705.92,10597.33,14.72,283.6,100.5,1.61,3.68,1.39
2009-08-17,1930.84,548.18,3576.02,10268.61,14.02,277.05,96.8,1.54,3.61,1.35
2009-08-18,1955.92,556.43,3635.92,10284.96,14.01,276.15,95.4,1.57,3.66,1.35
2009-08-19,1969.24,561.65,3646.69,10204,13.83,276.05,95.35,1.51,3.59,1.35
2009-08-20,1989.22,568.68,3672.78,10383.41,13.93,274.15,95.3,1.52,3.61,1.35
2009-08-21,2020.9,581.51,3767.63,10238.2,14.18,288.05,95.3,1.64,3.64,1.32
2009-08-24,2017.98,580.24,3747.83,10581.05,14.16,291.5,95.05,1.57,3.63,1.33
2009-08-25,2024.23,583.22,3772.73,10497.36,14.28,285.6,93.75,1.54,3.55,1.33
2009-08-26,2024.43,584.02,3723.96,10639.71,14.35,285.7,92.2,1.54,3.55,1.32
2009-08-27,2027.73,583.77,3714.63,10473.97,14.3,284.85,91.25,1.54,3.56,1.31
2009-08-28,2028.77,579.86,3723.29,10534.14,14.77,292.3,90.7,1.53,3.56,1.32
2009-08-31,2009.06,572.07,3667.16,10492.53,14.92,280.8,90.1,1.47,3.56,1.31
2009-09-01,1968.89,558.06,3618.65,10530.06,15.03,279.65,91.55,1.4,3.56,1.3
2009-09-02,1967.07,555.83,3606.9,10280.46,15.39,280.25,91.55,1.37,3.55,1.32
2009-09-03,1983.2,562.49,3688.91,10214.64,16.12,284.35,89.85,1.4,3.59,1.31
2009-09-04,2018.78,570.5,3762.88,10187.11,16.23,284.35,90.85,1.43,3.62,1.33
2009-09-07,2018.78,570.5,3762.88,10320.94,16.33,284.35,90.85,1.43,3.64,1.36
2009-09-08,2037.77,576.38,3766.8,10393.23,16.43,293.45,90,1.46,3.68,1.34
2009-09-09,2060.39,586.4,3806.75,10312.14,16.32,290.6,89.75,1.49,3.76,1.33
2009-09-10,2084.02,594.9,3896.19,10513.67,16.68,285.95,89.95,1.43,3.68,1.33
2009-09-11,2080.9,593.6,3974.54,10444.33,16.75,282.75,89.6,1.44,3.61,1.31
2009-09-14,2091.78,600.03,4002.53,10202.06,16.57,278.7,89.9,1.48,3.61,1.3
2009-09-15,2102.64,604.84,4015.16,10217.62,17.05,282.85,95.05,1.5,3.62,1.32
2009-09-16,2133.15,617.38,4014.44,10270.77,17.39,292.05,98.8,1.54,3.69,1.33
2009-09-17,2126.75,615.47,3978.05,10443.8,17.26,288,102.65,1.48,3.73,1.35
2009-09-18,2132.86,617.89,3979.64,10370.54,17.01,277.1,103.65,1.56,3.74,1.35
2009-09-21,2138.04,615.97,3952.58,10370.54,16.83,279.25,99.55,1.54,3.74,1.35
2009-09-22,2146.3,620.7,3977.38,10370.54,17.13,285.25,99.1,1.52,3.77,1.35
2009-09-23,2131.42,613.38,3926.19,10370.54,16.84,279.65,97.15,1.47,3.75,1.35
2009-09-24,2107.61,601.75,3864.28,10544.22,16.28,269.95,92.05,1.45,3.69,1.33
2009-09-25,2090.92,598.94,3808.71,10265.98,16.05,273.1,90.9,1.47,3.61,1.32
2009-09-28,2130.74,613.22,3856.96,10009.52,16.18,271.4,90.75,1.45,3.63,1.29
2009-09-29,2124.04,610.45,3826.6,10100.2,16.16,272.9,91.6,1.46,3.61,1.29
2009-09-30,2122.42,604.28,3799.84,10133.23,16.65,281.9,91.5,1.42,3.59,1.3
2009-10-01,2057.48,583.75,3711.7,9978.64,16.36,273.7,92.35,1.33,3.49,1.3
2009-10-02,2048.11,580.2,3692.73,9731.87,16.18,268.15,92.8,1.35,3.44,1.26
2009-10-05,2068.15,591.11,3758.71,9674.49,16.65,272.7,93.95,1.34,3.4,1.27
2009-10-06,2103.57,601.98,3779.64,9691.8,17.36,278.45,93.95,1.37,3.41,1.25
2009-10-07,2110.33,602.08,3783.86,9799.6,17.56,277.95,94.3,1.37,3.39,1.27
2009-10-08,2123.93,607.76,3868.35,9832.47,17.79,289.85,98.65,1.41,3.36,1.27
2009-10-09,2139.28,614.92,3875.72,10016.39,17.72,283.8,108.65,1.51,3.45,1.29
2009-10-12,2139.14,613.81,3906.7,10016.39,17.73,285.7,112.4,1.5,3.38,1.29
2009-10-13,2139.89,611.7,3892.42,10076.56,17.79,279.45,112.9,1.44,3.4,1.31
2009-10-14,2172.23,623.94,4045.06,10060.21,17.88,284.45,112.45,1.46,3.5,1.31
2009-10-15,2173.29,623.34,4033.2,10238.65,17.36,285.9,112.75,1.5,3.57,1.32
2009-10-16,2156.8,616.18,4023.15,10257.56,17.47,284.55,115.45,1.49,3.6,1.34
2009-10-19,2176.32,622.34,4037.74,10236.51,17.84,296.65,115.65,1.49,3.61,1.35
2009-10-20,2163.47,613.41,4045.11,10336.84,17.5,293.2,116.5,1.44,3.54,1.36
2009-10-21,2150.73,605.11,3940.93,10333.39,17.7,303.6,117,1.49,3.71,1.36
2009-10-22,2165.29,613.38,3942.68,10267.17,17.66,299.8,113.6,1.49,3.71,1.37
2009-10-23,2154.47,600.86,3804.95,10282.99,17.69,303.45,110.6,1.57,3.68,1.37
2009-10-26,2141.85,593.66,3773.4,10362.62,17.09,301.1,111.3,1.6,3.7,1.4
2009-10-27,2116.09,587,3704.32,10212.46,16.71,299.9,113.3,1.48,3.61,1.41
2009-10-28,2059.61,566.37,3640.35,10075.05,16.16,293.05,112.05,1.44,3.61,1.43
2009-10-29,2097.55,580.22,3703.65,9891.1,16.69,302.95,113.15,1.5,3.67,1.41
2009-10-30,2045.11,562.77,3613.34,10034.74,16.31,295.55,111.35,1.39,3.62,1.42
2009-11-02,2049.2,562.4,3599.84,9802.95,16.45,294.5,107.15,1.42,3.66,1.39
2009-11-03,2057.32,570.63,3789.89,9802.95,17.22,295.6,107.75,1.42,3.72,1.39
2009-11-04,2055.52,563.12,3733.04,9844.31,17.46,299.3,110.65,1.43,3.79,1.41
2009-11-05,2105.32,581.15,3811.29,9717.44,17.42,295.7,111.2,1.4,3.85,1.45
2009-11-06,2112.44,580.35,3852.47,9789.35,17.39,295.25,111.6,1.36,3.89,1.45
2009-11-09,2154.06,592.31,3920.67,9808.99,17.59,296.75,112.1,1.36,3.84,1.48
2009-11-10,2151.08,586.97,3916.91,9870.73,17.35,296.15,115.2,1.39,3.79,1.48
2009-11-11,2166.9,592.71,3988,9871.68,17.61,296.6,116,1.39,3.76,1.44
2009-11-12,2149.02,580.32,3937.84,9804.49,17.22,294.75,117.4,1.35,3.78,1.38
2009-11-13,2167.88,586.28,3960.57,9770.31,17.44,297.25,116.25,1.34,3.8,1.35
2009-11-16,2197.85,602.87,4046.5,9791.18,18.39,310.35,113.2,1.28,3.75,1.34
2009-11-17,2203.78,602.34,4049.6,9729.93,18.43,310.85,112.4,1.27,3.67,1.31
2009-11-18,2193.14,600.15,4028.62,9676.8,18.57,311.05,112.85,1.27,3.68,1.31
2009-11-19,2156.82,585.68,3956.09,9549.47,18.54,308.1,113.95,1.23,3.66,1.31
2009-11-20,2146.04,584.68,3945.52,9497.68,18.51,310.8,112.65,1.25,3.64,1.31
2009-11-23,2176.01,594.82,3983.46,9497.68,18.61,313.55,111.6,1.26,3.67,1.32
2009-11-24,2169.18,592.58,3950.37,9401.58,18.52,311.35,112.05,1.2,3.66,1.3
2009-11-25,2176.05,592.2,3972.32,9441.64,18.85,316.5,114.25,1.21,3.63,1.31
2009-11-26,2176.05,592.2,3972.32,9383.24,18.65,316.5,114.25,1.21,3.53,1.29
2009-11-27,2138.44,577.21,3922.84,9081.52,18.31,309.35,117.9,1.13,3.55,1.26
2009-11-30,2144.6,579.73,3937.89,9345.55,18.49,314.85,119.3,1.1,3.52,1.27
2009-12-01,2175.81,589.2,3996.76,9572.2,19.11,320.35,120.3,1.12,3.55,1.2
2009-12-02,2185.03,596.09,4037.69,9608.94,19.24,323.15,121.3,1.16,3.59,1.26
2009-12-03,2173.14,588.78,4014.54,9977.67,18.83,321.95,123.5,1.19,3.63,1.27
2009-12-04,2194.35,602.79,4101.76,10022.59,18.52,321.35,123.35,1.31,3.71,1.3
2009-12-07,2189.61,603.56,4059.91,10167.6,18.19,318.5,126.5,1.23,3.69,1.29
2009-12-08,2172.99,597.7,4055.11,10140.47,17.59,313.95,125.25,1.17,3.7,1.28
2009-12-09,2183.73,598.03,4059.54,10004.72,17.38,309.8,126.5,1.25,3.67,1.25
2009-12-10,2190.86,595.38,4072.95,9862.82,17.41,307.95,126.35,1.26,3.81,1.25
2009-12-11,2190.31,600.37,4093.82,10107.87,17.17,311,126.85,1.31,3.86,1.29
2009-12-14,2212.1,609.79,4165.11,10105.68,17.4,313,132.9,1.35,3.83,1.31
2009-12-15,2201.05,606.31,4163.79,10083.48,17.42,312.1,130.75,1.37,3.89,1.29
2009-12-16,2206.91,611.21,4174.63,10177.41,17.71,318.6,128.85,1.37,3.89,1.27
2009-12-17,2180.05,604.25,4124.92,10163.8,17.15,311.05,128.9,1.26,3.85,1.26
2009-12-18,2211.69,610.57,4128.53,10142.05,17.28,312.1,130.45,1.31,3.78,1.24
2009-12-21,2237.66,618.6,4165.62,10183.47,17.04,314.05,135.95,1.4,3.86,1.23
2009-12-22,2252.67,623.6,4165.06,10378.03,16.99,312,132.85,1.47,3.91,1.26
2009-12-23,2269.64,630.98,4183.53,10378.03,17.11,318.45,132.25,1.5,3.99,1.26
2009-12-24,2285.69,634.07,4187.86,10536.92,17.49,327.1,131.9,1.55,4,1.27
2009-12-25,2285.69,634.07,4187.86,10494.71,17.49,327.1,131.9,1.55,4,1.28
2009-12-28,2291.08,633.75,4163.49,10634.23,17.51,331.65,135.4,1.62,4,1.31
2009-12-29,2288.4,633.18,4188.16,10638.06,17.1,329.6,137.45,1.62,4.08,1.31
2009-12-30,2291.28,633.41,4176.51,10546.44,16.81,334.5,132.8,1.61,4.07,1.3
2009-12-31,2269.15,625.39,4099.63,10546.44,16.88,334.65,124,1.68,4.02,1.3
2010-01-01,2269.15,625.39,4099.63,10546.44,16.9,334.65,124,1.67,4.02,1.3
2010-01-04,2308.42,640.1,4130.82,10654.79,17.57,340.6,128.55,1.61,3.96,1.33
2010-01-05,2308.71,638.49,4172.64,10681.83,17.79,341.35,138.5,1.55,4.02,1.34
2010-01-06,2301.09,637.95,4147.3,10731.45,18.2,349.45,139,1.56,4.05,1.34
2010-01-07,2300.05,641.97,4135.75,10681.66,18.24,342.7,138.45,1.58,4.05,1.35
2010-01-08,2317.17,644.56,4222.26,10798.32,18.49,340.05,146.7,1.54,4.06,1.37
2010-01-11,2312.41,643.99,4262.86,10798.32,18.56,344.1,131.85,1.5,3.98,1.37
2010-01-12,2282.31,635.5,4203.53,10879.14,18.25,334.95,136.4,1.44,3.93,1.36
2010-01-13,2307.9,643.56,4226.74,10735.03,18.63,340,132.7,1.54,3.96,1.34
2010-01-14,2316.74,646.43,4230.91,10907.68,18.67,338.75,132.95,1.5,3.98,1.34
2010-01-15,2287.99,637.96,4180.79,10982.1,18.41,336.6,131.75,1.43,3.94,1.33
2010-01-18,2287.99,637.96,4180.79,10855.08,18.65,336.6,131.75,1.43,3.94,1.33
2010-01-19,2320.4,649.15,4201.7,10764.9,18.75,344.7,133.35,1.46,4.03,1.34
2010-01-20,2291.25,639.61,4148.53,10737.52,17.88,335.5,135.8,1.44,4.01,1.34
2010-01-21,2265.7,628.36,4093.82,10868.41,17.4,329.5,136.75,1.39,3.93,1.35
2010-01-22,2205.29,617.12,4005.08,10590.55,17.03,334.7,138.65,1.37,3.92,1.33
2010-01-25,2210.8,618.11,4025.38,10512.69,17.14,339.3,142.05,1.39,3.91,1.35
2010-01-26,2203.73,612.16,4014.55,10325.28,16.74,333.95,142.85,1.38,3.88,1.33
2010-01-27,2221.41,618.38,4034.39,10252.08,16.57,322.25,146.15,1.45,3.88,1.32
2010-01-28,2179,607.93,3940.25,10414.29,16.25,309.8,143.3,1.4,3.94,1.32
2010-01-29,2147.35,602.04,3895.53,10198.04,16.21,305.25,136.1,1.35,3.91,1.33
2010-02-01,2171.2,609.25,3962.24,10205.02,16.67,308.35,137.2,1.39,3.9,1.34
2010-02-02,2190.06,614.05,3993.12,10371.09,16.71,308.95,138.85,1.39,3.91,1.36
2010-02-03,2190.91,610.66,3937.81,10404.33,16.37,297.35,139.6,1.41,3.92,1.36
