Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
2014-12-19,23116.63,6545.27,2070.65,17804.8,56.52,61.38,1195.74,2.16,1.81,0.11
2014-12-22,23408.57,6576.74,2078.54,17959.44,55.26,60.11,1176.44,2.16,1.79,0.1
2014-12-23,23333.69,6598.18,2082.17,18024.17,57.12,61.69,1176.57,2.26,1.9,0.14
2014-12-24,23349.34,6609.93,2081.88,18030.21,55.84,60.24,1173.8,2.26,1.91,0.1
2014-12-25,23349.34,6609.93,2081.88,18030.21,55.84,60.24,1173.8,2.26,1.91,0.1
2014-12-26,23349.34,6609.93,2088.77,18053.71,54.73,59.45,1196,2.25,1.91,0.1
2014-12-29,23773.18,6633.51,2090.57,18038.23,53.61,57.88,1183.29,2.2,1.83,0.07
2014-12-30,23501.1,6547,2080.35,17983.07,54.12,57.9,1200.55,2.19,1.81,0.11
2014-12-31,23605.04,6566.09,2058.9,17823.07,53.27,57.33,1184.37,2.17,1.79,0.12
2015-01-01,23605.04,6566.09,2058.9,17823.07,53.27,57.33,1181.98,2.17,1.79,0.12
2015-01-02,23857.82,6547.8,2058.2,17832.99,52.69,56.42,1188.39,2.11,1.74,0.1
2015-01-05,23721.32,6417.16,2020.58,17501.65,50.04,53.11,1204.86,2.03,1.69,0.08
2015-01-06,23485.41,6366.51,2002.61,17371.64,47.93,51.1,1218.58,1.94,1.64,0.09
2015-01-07,23681.26,6419.83,2025.9,17584.52,48.65,51.15,1211.41,1.97,1.66,0.09
2015-01-08,23835.53,6569.96,2062.14,17907.87,48.79,50.96,1208.79,2.02,1.71,0.07
2015-01-09,23919.95,6501.14,2044.81,17737.37,48.36,50.11,1223.25,1.94,1.66,0.07
2015-01-12,24026.46,6501.42,2028.26,17640.84,46.07,47.43,1233.31,1.91,1.61,0.08
2015-01-13,24215.97,6542.2,2023.03,17613.68,45.89,46.59,1230.64,1.9,1.6,0.08
2015-01-14,24112.6,6388.46,2011.27,17427.09,48.48,48.69,1228.72,1.86,1.58,0.08
2015-01-15,24350.91,6498.78,1992.67,17320.71,46.25,47.67,1262.75,1.71,1.46,0.07
2015-01-16,24103.52,6550.27,2019.42,17511.57,48.69,50.17,1280.45,1.84,1.54,0.07
2015-01-19,23738.49,6585.53,2019.42,17511.57,48.69,48.84,1275.65,1.84,1.52,0.07
2015-01-20,23951.16,6620.1,2022.55,17515.23,46.39,47.99,1295.32,1.79,1.49,0.06
2015-01-21,24352.58,6728.04,2032.12,17554.28,47.78,49.03,1293.09,1.87,1.43,0.07
2015-01-22,24522.63,6796.63,2063.15,17813.98,46.31,48.52,1302.25,1.86,1.42,0.07
2015-01-23,24850.45,6832.83,2051.82,17672.6,45.59,48.79,1294.08,1.8,1.45,0.07
2015-01-26,24909.9,6852.4,2057.09,17678.7,45.15,48.16,1281.4,1.82,1.47,0.06
2015-01-27,24807.28,6811.61,2029.55,17387.21,46.23,49.6,1292.34,1.82,1.43,0.08
2015-01-28,24861.81,6825.94,2002.16,17191.37,44.45,48.47,1284.49,1.72,1.35,0.07
2015-01-29,24595.85,6810.6,2021.25,17416.85,44.53,49.13,1257.27,1.75,1.36,0.06
2015-01-30,24507.05,6749.4,1994.99,17164.95,48.24,52.99,1283.79,1.64,1.25,0.05
2015-02-02,24484.74,6782.55,2020.85,17361.04,49.57,54.75,1274.41,1.66,1.24,0.04
2015-02-03,24554.78,6871.8,2050.03,17666.4,53.05,57.91,1260.52,1.79,1.31,0.07
2015-02-04,24679.76,6860.02,2041.51,17673.02,48.45,54.16,1269.35,1.75,1.27,0.06
2015-02-05,24765.49,6865.93,2062.52,17884.88,50.48,56.57,1264.82,1.82,1.37,0.06
2015-02-06,24679.39,6853.44,2055.47,17824.29,51.69,57.8,1234.04,1.96,1.45,0.08
2015-02-09,24521,6837.15,2046.74,17729.21,52.86,58.34,1239.03,1.98,1.44,0.07
2015-02-10,24528.1,6829.12,2068.59,17868.76,50.02,56.43,1233.55,2,1.42,0.07
2015-02-11,24315.02,6818.17,2068.53,17862.14,48.84,54.66,1218.83,2.02,1.45,0.07
2015-02-12,24422.15,6828.11,2088.48,17972.38,51.21,57.05,1221.98,1.98,1.4,0.07
2015-02-13,24682.54,6873.52,2096.99,18019.35,52.78,61.52,1229.76,2.05,1.43,0.06
2015-02-16,24726.53,6857.05,2096.99,18019.35,52.78,61.4,1232.55,2.05,1.43,0.06
2015-02-17,24784.88,6898.13,2100.34,18047.58,53.53,62.53,1209.89,2.14,1.51,0.06
2015-02-18,24832.08,6898.08,2099.68,18029.85,52.14,60.53,1212.42,2.08,1.47,0.06
2015-02-19,24832.08,6888.9,2097.45,17985.77,51.16,60.21,1206.84,2.11,1.47,0.06
2015-02-20,24832.08,6915.2,2110.3,18140.44,50.34,60.22,1201.94,2.11,1.42,0.06
2015-02-23,24836.76,6912.16,2109.66,18116.84,49.45,58.9,1201.83,2.06,1.36,0.07
2015-02-24,24750.07,6949.63,2115.48,18209.19,49.28,58.66,1200.53,1.98,1.32,0.07
2015-02-25,24778.28,6935.38,2113.86,18224.57,50.99,61.63,1205,1.97,1.33,0.07
2015-02-26,24902.06,6949.73,2110.74,18214.42,48.17,60.05,1209.49,2.03,1.35,0.07
2015-02-27,24823.29,6946.66,2104.5,18132.7,49.76,62.58,1213.18,1.99,1.3,0.07
2015-03-02,24887.44,6940.64,2117.39,18288.63,49.59,59.54,1206.83,2.08,1.37,0.07
2015-03-03,24702.78,6889.13,2107.78,18203.37,50.52,61.02,1203.74,2.12,1.43,0.08
2015-03-04,24465.38,6919.24,2098.53,18096.9,51.53,60.55,1200.34,2.12,1.51,0.08
2015-03-05,24193.04,6961.14,2101.04,18135.72,50.76,60.48,1198.4,2.12,1.53,0.07
2015-03-06,24164,6911.8,2071.26,17856.78,49.61,59.73,1167.29,2.24,1.61,0.1
2015-03-09,24123.05,6876.47,2079.43,17995.72,50,58.53,1167.21,2.19,1.57,0.09
2015-03-10,23896.98,6702.84,2044.16,17662.94,48.29,56.39,1161.84,2.13,1.54,0.1
2015-03-11,23717.97,6721.51,2040.24,17635.39,48.17,57.54,1155.31,2.11,1.5,0.1
2015-03-12,23797.96,6761.07,2065.95,17895.22,47.05,57.08,1153.73,2.12,1.49,0.1
2015-03-13,23823.21,6740.58,2053.4,17749.31,44.84,54.67,1158.48,2.11,1.48,0.11
2015-03-16,23949.55,6804.08,2081.19,17977.42,43.88,53.44,1154.81,2.07,1.43,0.14
2015-03-17,23901.49,6837.61,2074.28,17849.08,43.46,53.51,1149.57,2.05,1.41,0.15
2015-03-18,24120.08,6945.2,2099.5,18076.19,44.66,55.91,1167.61,1.92,1.32,0.11
2015-03-19,24468.89,6962.32,2089.27,17959.03,43.96,54.43,1171.18,1.97,1.31,0.12
2015-03-20,24375.24,7022.51,2108.1,18127.65,45.72,55.32,1182.54,1.93,1.31,0.09
2015-03-23,24494.51,7037.67,2104.42,18116.04,47.45,55.92,1189.54,1.91,1.31,0.09
2015-03-24,24399.6,7019.68,2091.5,18011.14,47.51,55.11,1193.28,1.87,1.3,0.11
2015-03-25,24528.23,6990.97,2061.05,17718.54,49.21,56.48,1195.47,1.93,1.35,0.11
2015-03-26,24497.08,6895.33,2056.15,17678.23,51.43,59.19,1204.81,1.99,1.43,0.13
2015-03-27,24486.2,6855.02,2061.02,17712.66,48.87,56.41,1198.55,1.96,1.37,0.12
2015-03-30,24855.12,6891.43,2086.24,17976.31,48.68,56.29,1186.07,1.95,1.37,0.12
2015-03-31,24900.89,6773.04,2067.89,17776.12,47.6,55.11,1183.57,1.92,1.36,0.13
2015-04-01,25082.75,6809.5,2059.69,17698.18,50.09,57.1,1203.98,1.86,1.32,0.1
2015-04-02,25275.64,6833.46,2066.96,17763.24,49.14,54.95,1202.61,1.91,1.31,0.1
2015-04-03,25275.64,6833.46,2066.96,17763.24,49.14,54.95,1206.91,1.84,1.31,0.07
2015-04-06,25275.64,6833.46,2080.62,17880.85,52.14,58.12,1214.84,1.9,1.35,0.08
2015-04-07,25275.64,6961.77,2076.33,17875.42,53.98,59.1,1209.22,1.88,1.34,0.1
2015-04-08,26236.86,6937.41,2081.9,17902.51,50.42,55.55,1202.57,1.9,1.34,0.1
2015-04-09,26944.39,7015.36,2091.18,17958.73,50.79,56.57,1194.81,1.96,1.37,0.1
2015-04-10,27272.39,7089.77,2102.06,18057.65,51.64,57.87,1207.59,1.95,1.37,0.09
2015-04-13,28016.34,7064.3,2092.43,17977.04,51.91,57.93,1198.88,1.93,1.35,0.09
2015-04-14,27561.49,7075.26,2095.84,18036.7,53.29,58.43,1192.78,1.9,1.32,0.09
2015-04-15,27618.82,7096.78,2106.63,18112.61,56.39,60.32,1202.58,1.89,1.34,0.08
2015-04-16,27739.71,7060.45,2104.99,18105.77,56.71,63.98,1198.55,1.89,1.37,0.08
2015-04-17,27653.12,6994.63,2081.18,17826.3,55.74,63.45,1204.22,1.87,1.41,0.07
2015-04-20,27094.93,7052.13,2100.4,18034.93,56.38,63.45,1195.89,1.89,1.42,0.07
2015-04-21,27850.49,7062.93,2097.29,17949.59,55.26,62.08,1202.41,1.91,1.44,0.09
2015-04-22,27933.85,7028.24,2107.96,18038.27,56.16,62.73,1187.13,1.98,1.5,0.09
2015-04-23,27827.7,7053.67,2112.93,18058.69,57.74,64.85,1193.97,1.96,1.48,0.09
2015-04-24,28060.98,7070.7,2117.69,18080.14,57.15,65.28,1179,1.91,1.44,0.09
2015-04-27,28433.59,7103.98,2108.92,18037.97,56.99,64.83,1202.15,1.92,1.46,0.09
2015-04-28,28442.75,7030.53,2114.76,18110.14,57.06,64.64,1212.17,2,1.56,0.08
2015-04-29,28400.34,6946.28,2106.85,18035.53,58.58,65.84,1204.71,2.04,1.59,0.06
2015-04-30,28133,6960.63,2085.51,17840.52,59.63,66.78,1184.37,2.03,1.58,0.04
2015-05-01,28133,6985.95,2108.29,18024.06,59.15,66.46,1178.46,2.11,1.66,0.04
2015-05-04,28123.82,6985.95,2114.49,18070.4,58.93,66.45,1188.33,2.14,1.71,0.02
2015-05-05,27755.54,6927.58,2089.46,17928.2,60.4,67.52,1193.34,2.19,1.74,0.07
2015-05-06,27640.91,6933.74,2080.15,17841.98,60.93,67.77,1192.24,2.24,1.82,0.08
2015-05-07,27289.97,6886.95,2088,17924.06,58.94,65.54,1184.51,2.18,1.75,0.08
2015-05-08,27577.34,7046.82,2116.1,18191.11,59.39,65.39,1188.39,2.15,1.7,0.07
2015-05-11,27718.2,7029.85,2105.33,18105.17,59.25,64.91,1183.97,2.28,1.82,0.08
2015-05-12,27407.18,6933.8,2099.12,18068.23,60.75,66.86,1193.94,2.25,1.8,0.08
2015-05-13,27249.28,6949.63,2098.48,18060.49,60.5,66.81,1215.75,2.29,1.83,0.08
2015-05-14,27286.55,6973.04,2121.1,18252.24,59.88,66.59,1221.14,2.23,1.8,0.08
2015-05-15,27822.28,6960.49,2122.73,18272.56,59.69,66.81,1224.8,2.14,1.71,0.08
2015-05-18,27591.25,6968.87,2129.2,18298.88,59.43,66.27,1225.51,2.23,1.71,0.07
2015-05-19,27693.54,6995.1,2127.83,18312.39,57.26,64.02,1207.86,2.29,1.83,0.08
2015-05-20,27585.05,7007.26,2125.85,18285.4,58.98,65.03,1209.8,2.25,1.8,0.07
2015-05-21,27523.72,7013.47,2130.82,18285.74,60.72,66.54,1204.86,2.19,1.75,0.07
2015-05-22,27992.83,7031.72,2126.06,18232.02,59.72,65.37,1206.21,2.21,1.77,0.08
2015-05-25,27992.83,7031.72,2126.06,18232.02,59.72,65.52,1206.6,2.21,1.78,0.08
2015-05-26,28249.86,6948.99,2104.2,18041.54,58.03,63.72,1187.3,2.14,1.7,0.07
2015-05-27,28081.21,7033.33,2123.48,18162.99,57.51,62.06,1188.09,2.13,1.67,0.08
2015-05-28,27454.31,7040.92,2120.79,18126.12,57.68,62.58,1188.4,2.14,1.67,0.06
2015-05-29,27424.19,6984.43,2107.39,18010.68,60.3,65.56,1190.58,2.12,1.62,0.06
2015-06-01,27597.16,6953.58,2111.73,18040.37,60.2,64.88,1189.2,2.18,1.63,0.05
2015-06-02,27466.72,6928.27,2109.6,18011.94,61.26,65.49,1193.01,2.26,1.71,0.07
2015-06-03,27657.47,6950.46,2114.07,18076.27,59.64,63.8,1185.17,2.36,1.78,0.06
2015-06-04,27551.89,6859.24,2095.84,17905.58,58,62.03,1176.89,2.31,1.74,0.07
2015-06-05,27260.16,6804.6,2092.83,17849.46,59.13,63.31,1171.94,2.41,1.83,0.07
2015-06-08,27316.28,6790.04,2079.28,17766.55,58.14,62.69,1174.07,2.38,1.81,0.07
2015-06-09,26989.52,6753.8,2080.15,17764.04,60.14,64.88,1176.8,2.44,1.88,0.08
2015-06-10,26687.64,6830.27,2105.2,18000.4,61.43,65.7,1186.06,2.48,1.91,0.09
2015-06-11,26907.85,6846.74,2108.86,18039.37,60.77,65.11,1182.01,2.38,1.81,0.1
2015-06-12,27280.54,6784.92,2094.11,17898.84,59.96,63.87,1181.63,2.39,1.81,0.09
2015-06-15,26861.81,6710.52,2084.43,17791.17,59.52,62.61,1186.43,2.36,1.77,0.09
2015-06-16,26566.7,6710.1,2096.29,17904.48,59.97,63.7,1182.07,2.31,1.74,0.1
2015-06-17,26753.79,6680.55,2100.44,17935.74,59.92,63.87,1185.55,2.32,1.75,0.09
2015-06-18,26694.66,6707.88,2121.24,18115.84,60.45,64.26,1201.94,2.33,1.79,0.07
2015-06-19,26760.53,6710.45,2109.99,18015.95,59.61,63.02,1200.27,2.26,1.72,0.05
2015-06-22,27080.85,6825.67,2122.85,18119.78,59.68,63.34,1185.98,2.37,1.81,0.05
2015-06-23,27333.46,6834.87,2124.2,18144.07,61.01,64.45,1178.63,2.41,1.83,0.08
2015-06-24,27404.97,6844.8,2108.58,17966.07,60.27,63.49,1175.4,2.37,1.77,0.07
2015-06-25,27145.75,6807.82,2102.31,17890.36,59.7,63.2,1173.17,2.41,1.81,0.06
2015-06-26,26663.87,6753.7,2101.49,17946.68,59.63,63.26,1175.52,2.47,1.87,0.07
2015-06-29,25966.98,6620.48,2057.64,17596.35,58.33,62.01,1179.83,2.32,1.75,0.08
2015-06-30,26250.03,6520.98,2063.11,17619.51,59.47,63.59,1172.35,2.35,1.68,0.11
2015-07-01,26250.03,6608.59,2077.42,17757.91,56.96,62.01,1168.79,2.42,1.69,0.11
2015-07-02,26282.32,6630.47,2076.78,17730.11,56.93,62.07,1166.26,2.38,1.74,0.1
2015-07-03,26064.11,6585.78,2076.78,17730.11,56.93,60.32,1169.1,2.38,1.7,0.1
2015-07-06,25236.28,6535.68,2068.76,17683.58,52.53,56.54,1170.33,2.29,1.63,0.09
2015-07-07,24975.31,6432.21,2081.34,17776.91,52.33,56.85,1155.26,2.26,1.58,0.07
2015-07-08,23516.56,6490.7,2046.68,17515.42,51.65,57.05,1158.33,2.19,1.52,0.08
2015-07-09,24392.79,6581.63,2051.31,17548.62,52.78,58.61,1159.43,2.32,1.59,0.08
2015-07-10,24901.28,6673.38,2076.62,17760.41,52.74,58.73,1163.74,2.4,1.69,0.08
2015-07-13,25224.01,6737.95,2099.6,17977.68,52.2,57.85,1157.98,2.45,1.69,0.08
2015-07-14,25120.91,6753.75,2108.95,18053.58,53.04,58.51,1156.06,2.4,1.65,0.1
2015-07-15,25055.76,6753.75,2107.4,18050.17,51.41,57.05,1149.45,2.35,1.59,0.1
2015-07-16,25162.78,6796.45,2124.29,18120.25,50.91,57.51,1145.39,2.35,1.58,0.1
2015-07-17,25415.27,6775.08,2126.64,18086.45,50.89,57.1,1134.14,2.35,1.57,0.11
2015-07-20,25404.81,6788.69,2128.28,18100.41,50.15,56.65,1096.5,2.37,1.58,0.13
2015-07-21,25536.43,6769.07,2119.21,17919.29,50.36,57.04,1101.25,2.33,1.57,0.13
2015-07-22,25282.62,6667.34,2114.15,17851.04,49.19,56.13,1094.24,2.32,1.54,0.13
2015-07-23,25398.85,6655.01,2102.15,17731.92,48.45,55.27,1090.7,2.27,1.5,0.13
2015-07-24,25128.51,6579.81,2079.65,17568.53,48.14,54.62,1099.11,2.26,1.49,0.13
2015-07-27,24351.96,6505.13,2067.64,17440.59,47.39,53.47,1093.98,2.22,1.46,0.13
2015-07-28,24503.94,6555.28,2093.25,17630.27,47.98,53.3,1095.48,2.25,1.51,0.14
2015-07-29,24619.45,6631,2108.57,17751.39,48.79,53.38,1096.85,2.29,1.52,0.14
2015-07-30,24497.98,6668.87,2108.63,17745.98,48.52,53.31,1088.76,2.26,1.49,0.15
2015-07-31,24636.28,6696.28,2103.84,17689.86,47.12,52.21,1095.8,2.18,1.44,0.14
2015-08-03,24411.42,6688.62,2098.04,17598.2,45.17,49.52,1086.79,2.15,1.43,0.14
2015-08-04,24406.12,6686.57,2093.32,17550.69,45.74,49.99,1087.7,2.22,1.43,0.18
2015-08-05,24514.16,6752.41,2099.84,17540.47,45.15,49.59,1085.03,2.27,1.47,0.19
2015-08-06,24375.28,6747.09,2083.56,17419.75,44.66,49.52,1089.55,2.22,1.45,0.18
2015-08-07,24552.47,6718.49,2077.57,17373.38,43.87,48.61,1094.15,2.16,1.42,0.21
2015-08-10,24521.12,6736.22,2104.18,17615.17,44.96,50.41,1104.51,2.23,1.47,0.23
2015-08-11,24498.21,6664.54,2084.07,17402.84,43.08,49.18,1108.95,2.14,1.4,0.22
2015-08-12,23916.02,6571.19,2086.05,17402.51,43.3,49.66,1124.47,2.15,1.4,0.22
2015-08-13,24018.8,6568.33,2083.39,17408.25,42.23,49.22,1115.1,2.19,1.4,0.23
2015-08-14,23991.03,6550.74,2091.54,17477.4,42.5,49.03,1115.07,2.2,1.39,0.23
2015-08-17,23814.65,6550.3,2102.44,17545.18,41.87,48.74,1117.7,2.17,1.37,0.23
2015-08-18,23474.97,6526.29,2096.92,17511.34,42.62,48.81,1117.71,2.19,1.4,0.24
2015-08-19,23167.85,6403.45,2079.61,17348.73,40.8,47.16,1133.88,2.13,1.32,0.22
2015-08-20,22757.47,6367.89,2035.73,16990.69,41.14,46.62,1152.2,2.07,1.29,0.2
2015-08-21,22409.62,6187.65,1970.89,16459.75,40.45,45.46,1160.77,2.04,1.27,0.19
2015-08-24,21251.57,5898.87,1893.21,15871.35,38.24,42.69,1155.11,2,1.26,0.19
2015-08-25,21404.96,6081.34,1867.61,15666.44,39.31,43.21,1140.49,2.07,1.33,0.2
2015-08-26,21080.39,5979.2,1940.51,16285.51,38.6,43.14,1125.26,2.18,1.44,0.2
2015-08-27,21838.54,6192.03,1987.66,16654.77,42.56,47.56,1125,2.18,1.46,0.2
2015-08-28,21612.39,6247.94,1988.87,16643.01,45.22,50.05,1133.6,2.18,1.44,0.23
2015-08-31,21670.58,6247.94,1972.18,16528.03,49.2,54.15,1134.93,2.22,1.49,0.23
2015-09-01,21185.43,6058.54,1913.85,16058.35,45.41,49.56,1140.27,2.15,1.43,0.25
2015-09-02,20934.94,6083.31,1948.86,16351.38,46.25,50.5,1134.05,2.18,1.45,0.24
2015-09-03,20934.94,6194.1,1951.13,16374.76,46.75,50.68,1125.46,2.16,1.46,0.23
2015-09-04,20840.61,6042.92,1921.22,16102.38,46.05,49.61,1121.85,2.12,1.44,0.24
2015-09-07,20583.52,6074.52,1921.22,16102.38,46.05,47.63,1119.35,2.12,1.44,0.24
2015-09-08,21259.04,6146.1,1969.41,16492.68,45.94,49.52,1121.55,2.18,1.47,0.24
2015-09-09,22131.31,6229.01,1942.04,16253.57,44.15,47.58,1107.85,2.2,1.49,0.25
2015-09-10,21562.5,6155.81,1952.29,16330.4,45.92,48.89,1110.75,2.22,1.49,0.25
2015-09-11,21504.37,6117.76,1961.05,16433.09,44.63,48.14,1107.95,2.19,1.47,0.23
2015-09-14,21561.9,6084.59,1953.03,16370.96,44,46.37,1109.1,2.18,1.47,0.22
2015-09-15,21455.23,6137.6,1978.09,16599.85,44.59,46.63,1105.35,2.29,1.57,0.27
2015-09-16,21966.66,6229.21,1995.31,16739.95,47.15,49.75,1119.52,2.29,1.6,0.24
2015-09-17,21854.63,6186.99,1990.2,16674.74,46.9,49.08,1131.51,2.19,1.53,0.13
2015-09-18,21920.83,6104.11,1958.03,16384.58,44.68,47.47,1139.23,2.13,1.46,0.09
2015-09-21,21756.93,6108.71,1966.97,16510.19,46.68,48.92,1133.44,2.2,1.54,0.06
2015-09-22,21796.58,5935.84,1942.74,16330.47,45.83,49.08,1124.76,2.13,1.48,0.09
2015-09-23,21302.91,6032.24,1938.76,16279.89,44.48,47.75,1130.3,2.15,1.49,0.09
2015-09-24,21095.98,5961.49,1932.24,16201.32,44.91,48.17,1153.95,2.13,1.47,0.08
2015-09-25,21186.32,6109.01,1931.34,16314.67,45.7,48.6,1146.2,2.16,1.53,0.07
2015-09-28,21186.32,5958.86,1881.77,16001.89,44.43,47.34,1131.95,2.09,1.45,0.07
2015-09-29,20556.6,5909.24,1884.09,16049.13,45.23,48.23,1127.43,2.05,1.43,0.09
2015-09-30,20846.3,6061.61,1920.03,16284.7,45.09,48.37,1115.09,2.04,1.43,0.07
2015-10-01,20846.3,6072.47,1923.82,16272.01,44.74,47.69,1113.61,2.04,1.43,0.07
2015-10-02,21506.09,6129.98,1951.36,16472.37,45.54,48.13,1138.6,1.99,1.4,0.05
2015-10-05,21854.5,6298.92,1987.05,16776.43,46.26,49.25,1135.75,2.06,1.44,0.04
2015-10-06,21831.62,6326.16,1979.92,16790.19,48.53,51.92,1147.24,2.03,1.42,0.06
2015-10-07,22515.76,6336.35,1995.83,16912.29,47.81,51.33,1145.54,2.07,1.46,0.07
2015-10-08,22354.91,6374.82,2013.43,17050.75,49.43,53.05,1139.01,2.1,1.51,0.07
2015-10-09,22458.8,6416.16,2014.89,17084.49,49.63,52.65,1156.53,2.09,1.52,0.07
2015-10-12,22730.93,6371.18,2017.46,17131.86,47.1,49.86,1163.85,2.09,1.52,0.07
2015-10-13,22600.46,6342.28,2003.69,17081.89,46.66,49.24,1168.84,2.04,1.45,0.05
2015-10-14,22439.91,6269.61,1994.24,16924.75,46.64,49.15,1184.13,1.97,1.4,0.07
2015-10-15,22888.17,6338.67,2023.86,17141.75,46.38,48.71,1183.1,2.02,1.44,0.07
2015-10-16,23067.37,6378.04,2033.11,17215.97,47.26,50.46,1177.3,2.03,1.47,0.07
2015-10-19,23075.61,6352.33,2033.66,17230.54,45.89,48.61,1170.79,2.02,1.46,0.08
2015-10-20,22989.22,6345.13,2030.77,17217.11,45.55,48.71,1176.04,2.07,1.54,0.11
2015-10-21,22989.22,6348.42,2018.94,17168.61,45.2,47.85,1167.18,2.02,1.46,0.11
2015-10-22,22845.37,6376.28,2052.51,17489.16,45.38,48.08,1166.05,2.03,1.45,0.11
2015-10-23,23151.94,6444.08,2075.15,17646.7,44.6,47.99,1164.45,2.09,1.51,0.12
2015-10-26,23116.25,6417.02,2071.18,17623.05,43.98,47.54,1163.04,2.06,1.44,0.14
2015-10-27,23142.73,6365.27,2065.89,17581.43,43.2,46.81,1166.88,2.04,1.42,0.17
2015-10-28,22956.57,6437.8,2090.35,17779.52,45.94,49.05,1156.1,2.1,1.48,0.2
2015-10-29,22819.94,6395.8,2089.41,17755.8,46.06,48.8,1145.97,2.17,1.55,0.21
2015-10-30,22640.04,6361.09,2079.36,17663.54,46.59,49.56,1142.11,2.14,1.54,0.22
2015-11-02,22370.04,6361.8,2104.05,17828.76,46.14,48.79,1133.84,2.17,1.57,0.24
2015-11-03,22568.43,6383.61,2109.79,17918.15,47.9,50.54,1117.79,2.21,1.62,0.26
2015-11-04,23053.57,6412.88,2102.31,17867.58,46.32,48.58,1107.9,2.23,1.63,0.27
2015-11-05,23051.04,6364.9,2099.93,17863.43,45.2,47.98,1103.92,2.23,1.65,0.27
2015-11-06,22867.33,6353.83,2099.2,17910.33,44.29,47.42,1089.8,2.33,1.72,0.31
2015-11-09,22726.77,6295.16,2078.58,17730.48,43.87,47.19,1092.31,2.34,1.72,0.3
2015-11-10,22401.7,6275.28,2081.72,17758.21,44.21,47.44,1089.67,2.34,1.71,0.33
2015-11-11,22352.17,6297.2,2075,17702.22,42.93,45.81,1086.26,2.33,1.71,0.33
2015-11-12,22888.92,6178.68,2045.97,17448.07,41.75,44.06,1085.2,2.31,1.7,0.33
2015-11-13,22396.14,6118.28,2023.04,17245.24,40.74,43.61,1083.91,2.27,1.65,0.29
2015-11-16,22010.82,6146.38,2053.19,17483.01,41.74,44.56,1082.76,2.27,1.65,0.29
2015-11-17,22264.25,6268.76,2050.44,17489.5,40.67,43.57,1070.3,2.27,1.66,0.33
2015-11-18,22188.26,6278.97,2083.58,17737.16,40.75,44.14,1070.73,2.27,1.65,0.3
2015-11-19,22500.22,6329.93,2081.24,17732.75,40.54,44.18,1082.21,2.25,1.62,0.3
2015-11-20,22754.72,6334.63,2089.17,17823.81,40.39,44.66,1078.01,2.26,1.63,0.3
2015-11-23,22665.9,6305.49,2086.59,17792.68,41.75,44.83,1069.18,2.24,1.61,0.31
2015-11-24,22587.63,6277.23,2089.14,17812.19,42.87,46.12,1075.65,2.24,1.62,0.36
2015-11-25,22498,6337.64,2088.87,17813.39,43.04,46.17,1071.12,2.23,1.59,0.38
2015-11-26,22488.94,6393.13,2088.87,17813.39,43.04,45.46,1072.33,2.23,1.57,0.38
2015-11-27,22068.32,6375.15,2090.11,17798.49,41.71,44.86,1057.45,2.22,1.57,0.37
2015-11-30,21996.42,6356.09,2080.41,17719.92,41.65,44.61,1064.77,2.21,1.57,0.39
2015-12-01,22381.35,6395.65,2102.63,17888.35,41.85,44.44,1069.29,2.14,1.49,0.41
2015-12-02,22479.69,6420.93,2079.51,17729.68,39.94,42.49,1053.7,2.18,1.52,0.42
2015-12-03,22417.01,6275,2049.62,17477.67,41.08,43.84,1062.11,2.31,1.62,0.44
2015-12-04,22235.89,6238.29,2091.69,17847.63,39.97,43,1086.44,2.27,1.58,0.47
2015-12-07,22203.22,6223.52,2077.07,17730.51,37.65,40.73,1071.34,2.23,1.52,0.53
2015-12-08,21905.13,6135.22,2063.59,17568,37.51,40.26,1074.96,2.22,1.51,0.55
2015-12-09,21803.76,6126.68,2047.62,17492.3,37.16,40.11,1072.78,2.22,1.49,0.53
2015-12-10,21704.61,6088.05,2052.23,17574.75,36.76,39.73,1071.58,2.23,1.49,0.53
2015-12-11,21464.05,5952.78,2012.37,17265.21,35.62,37.93,1074.77,2.13,1.41,0.51
2015-12-14,21309.85,5874.06,2021.94,17368.5,36.31,37.92,1059.86,2.22,1.47,0.49
2015-12-15,21274.37,6017.79,2043.41,17524.91,37.35,38.45,1061.22,2.27,1.49,0.51
2015-12-16,21701.21,6061.19,2073.07,17749.09,35.52,37.19,1072.32,2.3,1.51,0.49
2015-12-17,21872.06,6102.54,2041.89,17495.84,34.95,37.06,1051.1,2.22,1.43,0.47
2015-12-18,21755.56,6052.42,2005.55,17128.55,34.73,36.88,1066.25,2.2,1.4,0.45
2015-12-21,21791.68,6034.84,2021.15,17251.62,34.74,36.35,1078.4,2.19,1.38,0.44
2015-12-22,21830.02,6083.1,2038.97,17417.27,36.14,36.11,1072.43,2.24,1.42,0.45
2015-12-23,22040.59,6240.98,2064.29,17602.61,37.5,37.36,1070.5,2.25,1.42,0.46
2015-12-24,22138.13,6254.64,2060.99,17552.17,38.1,37.89,1076.1,2.24,1.38,0.47
2015-12-25,22138.13,6254.64,2060.99,17552.17,38.1,37.89,1076.1,2.24,1.38,0.47
2015-12-28,21919.62,6254.64,2056.5,17528.27,36.81,36.62,1069.08,2.23,1.38,0.48
2015-12-29,21999.62,6314.57,2078.36,17720.98,37.87,37.79,1069.11,2.31,1.41,0.5
