Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
1991-01-30,3200.89,2152.6,340.91,2713.12,20.97,19.61,367.1,8.04,10.04,6.53
1991-01-31,3243.3,2170.1,343.93,2736.39,21.54,20.06,366,8.01,10.05,6.48
1991-02-01,3223.49,2165.8,343.05,2730.69,21.34,19.82,364.5,7.91,9.92,6.23
1991-02-04,3250.43,2172.4,348.34,2772.28,21.14,19.77,367.15,7.86,9.83,6.22
1991-02-05,3345.41,2201.9,351.26,2788.37,20.66,19.69,366.6,7.85,9.72,6.19
1991-02-06,3365.46,2194.8,358.07,2830.94,21.49,20.16,360.75,7.82,9.61,6.14
1991-02-07,3333.98,2243.7,356.52,2810.64,21.22,20.18,363.9,7.83,9.51,6.16
1991-02-08,3359.09,2245,359.35,2830.69,21.92,19.98,370,7.77,9.53,6.13
1991-02-11,3394.08,2278.9,368.58,2902.23,22.47,20.51,366.85,7.77,9.42,6.12
1991-02-12,3395,2264.5,365.5,2874.75,22.93,20.61,364.4,7.78,9.44,6.12
1991-02-13,3412.66,2267.8,369.02,2909.16,22.56,20.09,366.75,7.76,9.52,6.13
1991-02-14,3412.66,2294.4,364.22,2877.23,22.32,18.79,368.15,7.79,9.48,6.09
1991-02-15,3412.66,2296.9,369.06,2934.65,20.88,17.04,365.5,7.78,9.39,6.17
1991-02-18,3473.42,2318.3,369.06,2934.65,20.88,16.5,363.75,7.77,9.36,6.16
1991-02-19,3467.84,2312.4,369.39,2932.18,20.07,16.79,363,7.81,9.42,6.19
1991-02-20,3492.16,2296.8,365.14,2899.01,20.48,17.44,364.65,7.86,9.54,6.18
1991-02-21,3477.61,2312.4,364.97,2891.83,18.5,16.85,362.25,7.86,9.56,6.18
1991-02-22,3475.34,2314.2,365.65,2889.36,17.91,16.62,358.8,7.9,9.57,6.22
1991-02-25,3520.45,2335.4,367.26,2887.87,17.94,16.89,357.65,7.88,9.54,6.23
1991-02-26,3532.43,2322.2,362.81,2864.6,18.37,17.23,359.25,7.96,9.61,6.29
1991-02-27,3512.79,2348.1,367.74,2889.11,18.86,17.93,360,7.97,9.58,6.3
1991-02-28,3552.14,2380.8,367.07,2882.18,19.16,18.68,362.7,8.03,9.56,6.37
1991-03-01,3552.37,2386.9,370.47,2909.9,19.38,18.89,366.9,8.12,9.65,6.41
1991-03-04,3564.34,2382.9,369.33,2914.11,20.25,19.63,365.45,8.13,9.73,6.37
1991-03-05,3600.49,2420.1,376.72,2972.52,20.43,19.5,364.5,8.07,9.65,6.3
1991-03-06,3647.33,2459.9,376.17,2973.27,19.73,19.22,366.2,8.11,9.66,6.35
1991-03-07,3658.24,2437.7,375.91,2963.37,19.42,18.89,366.5,8.05,9.59,6.34
1991-03-08,3653.19,2455,374.95,2955.2,19.31,18.81,368.5,8.13,9.55,6.24
1991-03-11,3669.03,2459.2,372.96,2939.36,18.99,18.37,365.85,8.05,9.5,6.19
1991-03-12,3658.07,2454.4,370.03,2922.52,19.68,19.03,364.25,8.09,9.56,6.18
1991-03-13,3634.48,2448.2,374.57,2955.2,20.45,20.81,366,8.01,9.52,6.08
1991-03-14,3627.91,2500.6,373.5,2952.23,20.27,20.03,364.6,8.02,9.53,6.06
1991-03-15,3722.39,2494.2,373.59,2948.27,20.01,17.73,366,8.09,9.6,6.09
1991-03-18,3724.35,2490.6,372.11,2929.95,19.76,17.53,362.3,8.14,9.75,6.12
1991-03-19,3751.4,2458.9,366.59,2867.82,20.61,18.38,364.5,8.23,9.82,6.2
1991-03-20,3683.41,2441.2,367.92,2872.03,20.38,18.34,364.5,8.17,9.76,6.18
1991-03-21,3661.16,2474.8,366.58,2855.45,20.49,18.7,362.35,8.14,9.74,6.14
1991-03-22,3716.15,2440.4,367.48,2858.91,20.1,18.57,362.35,8.12,9.67,6.15
1991-03-25,3718.55,2432,369.83,2865.84,19.62,18.25,359.25,8.13,9.61,6.18
1991-03-26,3683.9,2437.6,376.3,2914.85,19.76,18.39,356.6,8.11,9.6,6.11
1991-03-27,3691.82,2464.6,375.35,2917.57,19.41,18.04,354.05,8.06,9.57,6.07
1991-03-28,3745.97,2456.6,375.22,2913.86,19.63,18.17,355.65,8.05,9.53,6.05
1991-03-29,3745.97,2456.6,375.22,2913.86,19.63,18.17,355.65,8.06,9.53,6.05
1991-04-01,3745.97,2456.6,371.3,2881.19,19.29,18.17,355.65,8.07,9.53,6.04
1991-04-02,3789.99,2488.3,379.5,2945.05,19.7,17.99,357.5,8.02,9.49,6.04
1991-04-03,3869.7,2519.1,378.94,2926.73,19.47,18.11,359.2,8.05,9.45,6.07
1991-04-04,3849.15,2524.4,379.77,2924.5,19.98,18.73,358.4,8,9.45,6.05
1991-04-05,3849.15,2545.4,375.36,2896.78,19.96,18.61,358.5,7.98,9.47,5.98
1991-04-08,3812.01,2530,378.66,2918.56,20.31,18.81,361,7.97,9.43,5.96
1991-04-09,3757.3,2527.2,373.56,2873.02,20.26,18.81,364,8.02,9.49,5.95
1991-04-10,3777.62,2518.8,373.15,2874.5,21.05,19.41,363.65,8.08,9.5,5.97
1991-04-11,3703.93,2531.4,377.63,2905.45,20.89,19.55,361.75,8.07,9.52,5.91
1991-04-12,3742,2526.1,380.4,2920.79,21.48,20.02,361.95,7.97,9.44,5.86
1991-04-15,3714.37,2542.7,381.19,2933.17,21.91,20.17,360.1,7.96,9.48,5.96
1991-04-16,3717.46,2519.5,387.62,2986.88,21.64,19.44,361.2,7.95,9.49,5.92
1991-04-17,3687.01,2545,390.45,3004.46,21.71,19.52,360.65,7.94,9.51,5.88
1991-04-18,3699.26,2538.4,388.46,2999.26,21.08,19.02,359.15,8.03,9.63,6
1991-04-19,3667.4,2519.8,384.2,2965.59,21.13,19.14,356.15,8.1,9.72,6.02
1991-04-22,3582.49,2490.9,380.95,2927.72,21.62,19.48,356.4,8.15,9.7,5.99
1991-04-23,3569.64,2503.8,381.76,2930.45,20.88,19.32,355.5,8.12,9.67,6.01
1991-04-24,3605.29,2488.5,382.76,2949.5,20.94,19.33,355.8,8.05,9.62,5.96
1991-04-25,3594.38,2482.1,379.25,2921.04,21.15,19.54,353.25,8.07,9.56,5.95
1991-04-26,3625.8,2471,379.02,2912.38,21.28,19.61,353.25,8.05,9.52,5.99
1991-04-29,3624.72,2498.3,373.66,2876.98,21.26,19.61,351.1,8.06,9.55,5.98
1991-04-30,3588.36,2486.3,375.35,2887.87,20.96,19.42,357.75,8.01,9.54,5.82
1991-05-01,3631.23,2508.5,380.29,2930.2,21.25,19.57,356.5,8,9.54,5.83
1991-05-02,3726.14,2530.6,380.52,2938.61,21.17,19.45,354.15,7.94,9.51,5.82
1991-05-03,3737.88,2522.7,380.8,2938.86,21.37,19.66,355.5,8.04,9.57,5.82
1991-05-06,3704.43,2522.7,380.08,2941.64,21.68,19.66,355.5,8.03,9.58,5.84
1991-05-07,3741.51,2540.5,377.32,2917.49,21.63,19.99,356.15,8.06,9.55,5.9
1991-05-08,3747.8,2523.4,378.51,2930.9,21.78,20.14,356.9,8.04,9.56,5.9
1991-05-09,3744.46,2541.9,383.25,2971.15,21.93,20.14,356.85,8.02,9.55,5.86
1991-05-10,3750.2,2524.3,375.74,2920.17,21.27,19.6,356.7,8.1,9.64,5.86
1991-05-13,3767.63,2486.6,376.76,2924.42,20.91,19.29,356.85,8.06,9.61,5.85
1991-05-14,3785.14,2462.2,371.62,2886.85,20.74,19.06,357.95,8.13,9.65,5.86
1991-05-15,3789.69,2459.2,368.57,2865.38,20.92,19.15,359.85,8.13,9.65,5.84
1991-05-16,3859.66,2471.9,372.19,2894.01,20.89,19.06,356,8.13,9.62,5.84
1991-05-17,3882.84,2454,372.39,2886.63,21.18,19.58,355.1,8.08,9.6,5.82
1991-05-20,3917.09,2466.6,372.28,2892.22,21.37,19.57,355,8.09,9.6,5.87
1991-05-21,3829.88,2482.7,375.35,2906.08,21.4,19.33,356.3,8.05,9.55,5.92
1991-05-22,3826.62,2465.9,376.19,2910.33,20.83,19.13,356.75,8.07,9.58,5.91
1991-05-23,3778.79,2482.8,374.97,2900.04,21.02,19.2,354.9,8.08,9.62,5.87
1991-05-24,3703.98,2471.1,377.49,2913.91,21.19,19.35,355.8,8.09,9.6,5.87
1991-05-27,3575.52,2471.1,377.49,2913.91,21.19,19.35,355.8,8.08,9.61,5.87
1991-05-28,3594.78,2479.7,381.94,2958.86,21.33,19.43,355.65,8.06,9.59,5.87
1991-05-29,3625.39,2492.9,382.79,2969.59,21.11,19.16,361.5,8.06,9.59,5.87
1991-05-30,3679.72,2491.2,386.96,3000.45,21.32,19.31,361.05,8.01,9.57,5.88
1991-05-31,3707.01,2499.5,389.83,3027.5,21.13,19.21,360.4,8.06,9.61,5.94
1991-06-03,3688.14,2515.8,388.06,3035.33,21.13,19.23,363,8.14,9.7,6.01
1991-06-04,3667.62,2506,387.74,3027.95,21.02,19.12,362.4,8.13,9.7,5.97
1991-06-05,3690.01,2521.5,385.09,3005.37,20.47,18.65,362.4,8.18,9.79,5.98
1991-06-06,3678.19,2525.3,383.63,2994.86,20.33,18.49,364.85,8.22,9.81,5.98
1991-06-07,3637.77,2506.2,379.43,2976.74,20.28,18.5,367,8.28,9.87,6
1991-06-10,3621.19,2511.9,378.57,2975.4,19.84,18.04,372.2,8.28,9.84,6.02
1991-06-11,3631.48,2542.6,381.05,2985.91,19.96,18.07,371.25,8.29,9.84,6.05
1991-06-12,3627.9,2520.2,376.65,2961.99,20.05,17.99,372,8.36,9.94,6.07
1991-06-13,3632.55,2514.6,377.63,2965.12,19.71,17.96,369.7,8.32,9.93,6.07
1991-06-14,3639.15,2522.2,382.29,3000.45,19.67,17.96,367.75,8.27,9.87,6.04
1991-06-17,3639.15,2524.1,380.13,2993.96,19.94,18.21,366.8,8.31,9.96,6.1
1991-06-18,3639.15,2516,378.59,2986.81,20.13,18.21,370.25,8.32,9.99,6.07
1991-06-19,3626.13,2484.9,375.09,2955.5,19.99,18.18,367.4,8.32,9.99,6.02
1991-06-20,3593.38,2479.9,375.42,2953.94,20.15,18.44,367.6,8.27,9.98,5.99
1991-06-21,3565.14,2487.3,377.75,2965.56,20.23,18.54,366.25,8.32,10.01,6.01
1991-06-24,3569.54,2458.3,370.94,2913.01,19.98,18.26,360.9,8.33,10.05,6.02
1991-06-25,3604.26,2461.1,370.65,2910.11,20.05,18.25,363.35,8.33,10.08,6.03
1991-06-26,3634.64,2437.3,371.59,2913.01,20.08,18.33,366.1,8.34,10.11,6.02
1991-06-27,3629.79,2452.5,374.4,2934.93,20.48,18.56,364.8,8.31,10.1,5.99
1991-06-28,3668.64,2414.7,371.16,2906.75,20.56,18.72,368.35,8.23,10.09,5.94
1991-07-01,3738.85,2443.6,377.92,2958.41,20.76,18.81,368.9,8.26,10.09,5.97
1991-07-02,3772.91,2460.2,377.47,2972.72,20.82,18.84,367.1,8.26,10.13,5.98
1991-07-03,3796.57,2448.1,373.33,2934.7,20.67,18.67,369.25,8.25,10.03,5.94
1991-07-04,3850.71,2470.4,373.33,2934.7,20.67,18.69,369.25,8.26,9.98,5.94
1991-07-05,3892.71,2484.9,374.08,2932.47,20.89,18.92,369.9,8.33,10.05,5.96
1991-07-08,3880.73,2466.9,377.94,2961.99,21.24,19.24,370.25,8.32,10.01,5.91
1991-07-09,3904.19,2487.9,376.11,2947.23,21.29,19.25,369.2,8.35,10.02,5.97
1991-07-10,3901.23,2508.4,375.74,2944.77,21.43,19.43,370.9,8.33,10.01,5.94
1991-07-11,3892.12,2510.5,376.97,2959.75,21.29,19.25,368.3,8.28,10,5.95
1991-07-12,3915.17,2497.4,380.25,2980.77,21.72,19.74,367.85,8.26,9.97,5.95
1991-07-15,3945.12,2532.5,382.39,2990.61,21.47,19.53,367.8,8.27,9.99,5.96
1991-07-16,3997.67,2557,381.54,2983.9,21.65,19.75,368.7,8.26,9.98,5.99
1991-07-17,3962.46,2561,381.18,2978.76,22.14,20.21,368.9,8.31,10,6.02
1991-07-18,3976.83,2547.3,385.37,3016.32,21.94,19.89,369,8.28,9.97,5.99
1991-07-19,4009.35,2541.5,384.22,3016.32,22.16,20.21,370,8.28,9.98,5.99
1991-07-22,3988.35,2558.5,382.88,3012.97,21.72,19.98,369.75,8.28,9.96,6
1991-07-23,4009.82,2587.9,379.42,2983.23,21.32,19.5,367.4,8.3,9.98,6
1991-07-24,4028.77,2580.7,378.64,2966.23,21.52,19.69,366,8.23,9.91,5.96
1991-07-25,4012.62,2579.6,380.96,2980.1,21.46,19.55,364.9,8.19,9.92,5.96
1991-07-26,4031.29,2589.5,380.93,2972.5,21.48,19.62,364.1,8.2,9.93,5.95
1991-07-29,4016.29,2595,383.15,2985.24,21.35,19.57,365.1,8.2,9.95,5.95
1991-07-30,3991.83,2595.6,386.69,3016.32,21.42,19.53,361.35,8.19,9.93,5.82
1991-07-31,4009.58,2588.7,387.81,3024.82,21.68,19.74,362.85,8.15,9.9,5.8
1991-08-01,4030.01,2591.7,387.12,3017.67,21.27,19.4,363.4,8.16,9.91,5.93
1991-08-02,4059.4,2601.6,387.18,3006.26,21.32,19.5,357.8,8.05,9.8,5.81
1991-08-05,4063.01,2585.4,385.06,2989.04,21.47,19.53,356.5,8.03,9.8,5.83
1991-08-06,4021.27,2573.3,390.62,3027.28,21.37,19.43,357,7.97,9.74,5.71
1991-08-07,4061.31,2597.4,390.56,3026.61,21.36,19.43,356.8,7.96,9.75,5.69
1991-08-08,4046.56,2600.6,389.32,3013.86,21.58,19.62,357.6,7.99,9.83,5.66
1991-08-09,4024.01,2570.6,387.12,2996.2,21.62,19.6,358.2,7.97,9.82,5.61
1991-08-12,4070.14,2569.4,388.02,3001.34,21.69,19.62,358.2,7.95,9.81,5.63
1991-08-13,4052.7,2584.9,389.62,3008.72,21.58,19.5,356.8,7.91,9.79,5.63
1991-08-14,4079.01,2608.8,389.9,3005.37,21.27,19.27,355.85,7.81,9.72,5.59
1991-08-15,4073.34,2617.2,389.33,2998.43,21.44,19.31,358.35,7.84,9.73,5.57
1991-08-16,4063.28,2621,385.58,2968.02,21.3,19.48,357.75,7.82,9.74,5.52
1991-08-19,3722.75,2540.5,376.47,2898.03,22.47,20.53,361.2,7.84,9.75,5.41
1991-08-20,3848.44,2554.5,379.43,2913.69,22.27,20.65,353.8,7.8,9.72,5.37
1991-08-21,3863.68,2601.9,390.59,3001.79,21.55,19.64,356.3,7.79,9.73,5.52
1991-08-22,4045.57,2623,391.33,3007.38,21.72,19.79,356.2,7.78,9.69,5.54
1991-08-23,4021.02,2640.7,394.17,3040.25,21.81,19.98,353.7,7.87,9.75,5.7
1991-08-26,4021.02,2640.7,393.85,3039.36,21.97,19.98,353.7,7.91,9.77,5.72
1991-08-27,3981.96,2619.8,393.06,3026.16,21.98,20.11,353.8,7.91,9.74,5.72
1991-08-28,3968.14,2624.2,396.64,3055.23,21.74,20.03,354.5,7.82,9.66,5.54
1991-08-29,3960.23,2638.2,396.47,3049.64,21.97,20.32,351.25,7.76,9.63,5.52
1991-08-30,3998.26,2645.7,395.43,3043.6,22.26,20.7,347.4,7.82,9.67,5.59
1991-09-02,4023.54,2679.6,395.43,3043.6,22.26,20.63,347.95,7.81,9.67,5.59
1991-09-03,4025.07,2669,392.15,3017.67,22.24,20.58,347.35,7.79,9.62,5.6
1991-09-04,4006.45,2664.6,389.97,3008.5,21.81,20.25,348.7,7.81,9.65,5.6
1991-09-05,3990.16,2663.3,389.14,3008.5,21.69,20.13,347.4,7.84,9.7,5.61
1991-09-06,3970.91,2667.4,389.1,3011.63,21.57,20.07,348.05,7.76,9.63,5.56
1991-09-09,3940.54,2653.2,388.57,3007.16,21.33,19.84,350.55,7.72,9.58,5.52
1991-09-10,3959.27,2630.8,384.56,2982.56,21.41,19.95,351.7,7.72,9.57,5.49
1991-09-11,3966.93,2626.6,385.09,2987.03,21.64,20.16,345.25,7.73,9.57,5.49
1991-09-12,3970.1,2641.9,387.34,3007.83,21.53,20.14,344.75,7.63,9.47,5.42
1991-09-13,3974.12,2625.8,383.59,2985.69,21.68,20.32,344.25,7.64,9.51,5.42
1991-09-16,3953.53,2606,385.78,3015.21,21.82,20.42,345.4,7.63,9.49,5.44
1991-09-17,3938.71,2594.4,385.5,3013.19,21.62,20.23,346.15,7.61,9.5,5.46
1991-09-18,3900.48,2583.6,386.94,3017.89,21.84,20.41,348.3,7.61,9.45,5.45
1991-09-19,3863.68,2588.7,387.56,3024.37,21.76,20.27,348.6,7.6,9.43,5.48
1991-09-20,3910.34,2600.3,387.92,3019.23,21.97,20.44,348.6,7.57,9.41,5.46
1991-09-23,3910.34,2579.5,385.92,3010.51,22.07,20.62,349.25,7.55,9.36,5.46
1991-09-24,3904.19,2576.6,387.71,3029.07,22.19,20.75,351.9,7.56,9.3,5.46
1991-09-25,3901.95,2597.8,386.88,3021.02,22.21,20.73,352.75,7.57,9.29,5.43
1991-09-26,3927.98,2595.6,386.49,3017.22,22.21,20.88,351.9,7.54,9.23,5.39
1991-09-27,3938.72,2599,385.9,3006.04,22.32,21.17,348.45,7.48,9.11,5.35
1991-09-30,3956.69,2621.7,387.86,3016.77,22.23,21.05,354.9,7.45,9.09,5.32
1991-10-01,4023.87,2645.6,389.2,3018.34,22.22,20.99,353.95,7.43,9.08,5.35
1991-10-02,4062.07,2644.2,388.26,3012.52,22.33,21.15,356,7.47,9.07,5.36
1991-10-03,4093.41,2625.6,384.47,2984.79,22.67,21.56,356.8,7.47,9.11,5.28
1991-10-04,4067.69,2624.6,381.24,2961.76,22.61,21.44,356.3,7.39,9.03,5.27
1991-10-07,4060.37,2596.2,379.5,2942.75,22.98,21.68,359.7,7.39,8.98,5.28
1991-10-08,4066.85,2599.5,380.67,2963.77,22.99,21.74,357.6,7.43,9.05,5.26
1991-10-09,4076.38,2584.1,376.8,2946.33,23.16,22.1,357.65,7.51,9.13,5.26
1991-10-10,4056.22,2570.8,380.55,2976.52,22.98,21.85,359.5,7.57,9.14,5.28
1991-10-11,4017.98,2555,381.45,2983.68,23.09,22.04,357.75,7.45,9.08,5.23
1991-10-14,4022.21,2574.5,386.47,3019.45,23.46,22.42,358.5,7.46,9.08,5.23
1991-10-15,4033.75,2576.7,391.01,3041.37,23.86,22.81,357.55,7.43,9.02,5.21
1991-10-16,4033.75,2579,392.8,3061.72,23.67,22.69,356.55,7.45,9.06,5.21
1991-10-17,4018.43,2588.7,391.92,3053,23.93,22.42,358.3,7.57,9.13,5.26
1991-10-18,4015.91,2601.1,392.5,3077.15,24.14,22.59,359.6,7.51,9,5.26
1991-10-21,3998.74,2575.7,390.02,3060.38,24.04,22.67,363.8,7.63,9.07,5.35
1991-10-22,3981.66,2559.5,387.83,3039.8,23.48,22.42,362.35,7.68,9.08,5.35
1991-10-23,4021.38,2561.1,387.94,3040.92,23.26,21.97,362.2,7.68,9.1,5.35
1991-10-24,3989.34,2528.3,385.07,3016.32,23.49,22.1,361,7.64,9.02,5.26
1991-10-25,3971.9,2514.7,384.2,3004.92,23.12,21.79,362,7.67,8.99,5.24
1991-10-28,3988.6,2558.5,389.52,3045.62,23.21,21.79,358.5,7.64,8.98,5.23
1991-10-29,4000.05,2553.3,391.48,3061.94,23.11,21.72,357.4,7.49,8.79,5.12
1991-10-30,4020.04,2577.1,392.96,3071.78,23.11,21.76,359.35,7.47,8.74,5.04
1991-10-31,4038.74,2566,392.46,3069.1,23.37,22.1,357.45,7.46,8.69,5.03
1991-11-01,4037.82,2549.5,391.32,3056.35,23.82,22.51,357.75,7.47,8.71,4.97
1991-11-04,4083.04,2527.8,390.28,3045.62,23.8,22.38,356.35,7.49,8.71,4.98
1991-11-05,4146.54,2540.9,388.71,3031.31,23.78,22.41,356.55,7.55,8.67,5.01
1991-11-06,4173.57,2534.2,389.97,3038.46,23.4,22.05,354.5,7.53,8.71,4.88
1991-11-07,4184.74,2538,393.72,3054.11,23.2,21.97,354.5,7.43,8.59,4.88
1991-11-08,4236.64,2559,392.89,3045.62,23.01,21.84,352.9,7.42,8.63,4.88
1991-11-11,4230.91,2554.9,393.12,3042.26,22.58,21.48,354.9,7.4,8.63,4.88
1991-11-12,4253.02,2575.5,396.74,3054.11,22.5,21.27,354.75,7.35,8.66,4.89
1991-11-13,4240.28,2546.5,397.41,3065.3,22.35,21.28,356.55,7.4,8.75,4.88
1991-11-14,4211.32,2561.6,397.15,3063.51,22.52,21.03,355.85,7.35,8.63,4.86
1991-11-15,4271.34,2546.5,382.62,2943.2,22.79,21.59,355.5,7.31,8.41,4.76
1991-11-18,4198.21,2502.9,385.24,2972.72,22.4,21.16,360.75,7.34,8.41,4.81
1991-11-19,4261.23,2463.1,379.42,2931.57,22,20.85,363,7.37,8.48,4.76
1991-11-20,4200.94,2472.6,378.53,2930.01,22.22,20.71,362.6,7.36,8.59,4.73
1991-11-21,4234.57,2463.5,380.06,2932.69,21.78,20.54,364.3,7.4,8.67,4.68
1991-11-22,4243.07,2446.3,376.14,2902.73,21.21,19.96,367.95,7.45,8.82,4.66
1991-11-25,4220.74,2456.2,375.34,2902.06,21.42,20.05,369.1,7.46,8.92,4.67
1991-11-26,4202.1,2471.5,377.96,2916.14,21.02,19.63,366.25,7.41,8.74,4.62
1991-11-27,4179.3,2447.5,376.55,2900.04,21.35,19.97,367.1,7.41,8.65,4.61
1991-11-28,4145.61,2428.6,376.55,2900.04,21.35,20.19,366.05,7.42,8.51,4.61
1991-11-29,4149.8,2420.2,375.22,2894.68,21.48,20.13,366.3,7.38,8.52,4.58
1991-12-02,4094.42,2414.9,381.4,2935.38,21.08,19.73,368.35,7.3,8.49,4.59
1991-12-03,4124.38,2420.2,380.96,2929.56,20.51,19.22,362.9,7.28,8.48,4.51
1991-12-04,4161.59,2423.8,380.07,2911.67,20.76,19.39,365.25,7.19,8.47,4.46
1991-12-05,4157.15,2407,377.4,2889.09,20.39,19.13,364.75,7.24,8.56,4.52
1991-12-06,4190.04,2388.7,379.09,2886.4,20.04,18.88,367.75,7.23,8.57,4.39
1991-12-09,4203.2,2409.6,378.26,2871.65,19.42,18.01,370.7,7.23,8.49,4.29
1991-12-10,4128.32,2392,377.9,2863.82,19.41,18.16,368.05,7.21,8.49,4.36
1991-12-11,4097.23,2380.2,377.7,2865.38,19.51,18.23,366.5,7.21,8.55,4.3
1991-12-12,4096,2423.3,381.55,2895.13,19.96,18.58,359.5,7.18,8.54,4.31
1991-12-13,4155.48,2451.6,384.47,2914.36,20.05,18.81,359.05,7.21,8.49,4.32
1991-12-16,4171.66,2440.7,384.46,2919.05,19.76,18.58,359.65,7.2,8.49,4.32
1991-12-17,4185.03,2432.9,382.74,2902.28,19.45,18.06,357.4,7.18,8.46,4.32
1991-12-18,4177.67,2413.6,383.48,2908.09,19.39,18.02,357.9,7.19,8.44,4.34
1991-12-19,4182.81,2391.6,382.52,2914.36,19.13,17.89,358.9,7.08,8.43,4.28
1991-12-20,4142.61,2358.1,387.04,2934.48,18.52,17.4,358.3,6.96,8.32,3.95
1991-12-23,4146.12,2345.4,396.82,3022.58,18.78,17.65,359.65,6.86,8.32,4.01
1991-12-24,4192.76,2384.4,399.33,3050.98,18.97,17.83,359.65,6.88,8.31,4.02
1991-12-25,4192.76,2384.4,399.33,3050.98,18.97,17.83,359.65,6.88,8.31,4.03
1991-12-26,4192.76,2384.4,404.84,3082.96,18.5,17.83,359.65,6.84,8.31,4.04
1991-12-27,4236.2,2418.7,406.46,3101.52,18.76,17.68,353.3,6.82,8.3,4.03
1991-12-30,4275.2,2420,415.14,3163.91,18.65,17.72,353.15,6.72,8.17,4
1991-12-31,4297.33,2493.1,417.09,3168.83,19.12,17.61,353.15,6.7,8.1,4.01
1992-01-01,4297.33,2493.1,417.09,3168.83,19.12,17.61,353.15,6.7,8.1,4.01
1992-01-02,4301.78,2492.8,417.26,3172.41,19.49,18.36,350.9,6.78,8.08,4
1992-01-03,4307.13,2504.1,419.34,3201.48,19.23,18.12,353,6.84,7.99,4.01
1992-01-06,4306.97,2493.2,417.96,3200.13,19.21,18.12,349.4,6.8,7.97,3.97
1992-01-07,4347.93,2483,417.4,3204.83,18.69,17.69,349.7,6.76,7.89,3.92
1992-01-08,4337.67,2467.1,418.1,3203.94,17.87,16.92,350.6,6.75,7.86,3.89
1992-01-09,4334.54,2497.9,417.61,3209.53,17.86,16.86,351.55,6.78,7.93,3.96
1992-01-10,4348.92,2477.9,415.1,3199.46,18.23,17.24,357.9,6.85,8.01,4.01
1992-01-13,4325.91,2490.1,414.34,3185.6,18.79,17.95,353.9,6.95,8.05,4
1992-01-14,4367.61,2516.3,420.44,3246.2,18.47,17.89,353.9,7.03,8.14,4
1992-01-15,4382.66,2537.1,420.77,3258.5,18.85,18.31,355.55,7.06,8.16,4.05
1992-01-16,4412.14,2541.6,418.21,3249.55,18.91,18.54,356.75,7.15,8.2,4.02
1992-01-17,4454.89,2536.7,418.86,3264.98,19.16,18.32,355.9,7.09,8.14,4.02
1992-01-20,4510.47,2544.9,416.36,3254.02,18.89,18.01,358.75,7.07,8.09,4.01
1992-01-21,4522.21,2543.4,412.64,3223.39,18.47,17.75,357.8,7.02,8.21,3.96
1992-01-22,4550.72,2522,418.13,3255.81,18.94,18.05,356.75,7.09,8.25,3.96
1992-01-23,4625.84,2525.3,414.96,3226.74,18.72,17.86,355.2,7.23,8.32,4
1992-01-24,4600.08,2510.4,415.48,3232.78,19,18.22,353.25,7.24,8.5,4.06
1992-01-27,4554.73,2539.9,414.99,3240.61,19.36,18.44,356.1,7.25,8.43,4.08
1992-01-28,4586.33,2552,414.96,3272.14,19.17,18.24,356.3,7.17,8.3,4.05
1992-01-29,4571.13,2540.7,410.34,3224.96,18.89,18.09,354.85,7.25,8.29,4.06
1992-01-30,4571.47,2550.8,411.63,3244.86,18.94,18.14,356,7.31,8.36,4.09
1992-01-31,4601.78,2571.2,408.79,3223.39,18.9,18.15,354.1,7.27,8.35,4.06
1992-02-03,4672.09,2560.2,409.53,3234.12,18.96,18.16,356.4,7.35,8.38,4.06
1992-02-04,4672.09,2556.8,413.85,3272.81,19.27,18.3,356,7.27,8.4,4.04
1992-02-05,4672.09,2547.1,413.84,3257.6,19.5,18.3,353.3,7.19,8.34,4.02
1992-02-06,4672.09,2534.3,413.82,3255.59,19.5,18.41,355.95,7.21,8.32,4.01
1992-02-07,4711.37,2517.2,411.09,3225.4,19.87,18.86,356.2,7.18,8.3,3.91
1992-02-10,4733.56,2538.4,413.77,3245.08,19.78,18.79,354.65,7.19,8.28,3.92
1992-02-11,4674.52,2537.1,413.76,3251.57,19.28,18.38,356,7.22,8.33,3.97
1992-02-12,4732.43,2523.7,417.13,3276.83,19.27,18.26,357.2,7.27,8.35,3.97
1992-02-13,4763.5,2522.6,413.69,3246.65,19.68,18.5,356.3,7.39,8.45,4.03
1992-02-14,4772.32,2513.9,412.48,3245.97,19.46,18.43,354.1,7.39,8.41,4.04
1992-02-17,4719.19,2541,412.48,3245.97,19.46,17.55,354.35,7.39,8.46,4.05
1992-02-18,4747.1,2555.9,407.38,3224.73,18.12,17.6,352.8,7.47,8.55,4.06
1992-02-19,4725.7,2536.7,408.26,3230.32,18.41,17.74,353.2,7.4,8.48,4.1
1992-02-20,4716,2543.4,413.9,3280.63,18.54,17.84,353.4,7.4,8.4,4.16
1992-02-21,4736.47,2542.3,411.46,3280.19,18.66,17.71,351.6,7.45,8.46,4.2
1992-02-24,4715.62,2559.7,412.27,3282.42,18.43,17.43,349.8,7.48,8.52,4.21
1992-02-25,4760.2,2546.8,410.45,3257.83,18.48,17.47,350.5,7.45,8.46,4.25
1992-02-26,4794.71,2565,415.35,3283.32,18.46,17.35,348.65,7.32,8.35,4.16
